ticker,agent_name,entry_score,proximity_score,entry_price,breakout_level,rvol,live_volume,signal_date,source_universe,decision_source,data_quality_status,sector_etf,dollar_vol_M,dist_sma20,waiting_for,primary_reason,live_trigger_status,entry_gate_status,entry_gate_reason,entry_gate_source,gate_rs_percentile,gate_adr_pct,gate_dollar_vol_M,gate_dist_sma20,gate_sector_etf_dist
SNOW,Ambos,99.57173447537473,50.0,260.4949951171875,244.92,1.9,1135165,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,53.81,SMA50>SMA100 (-9.25%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,99.57173447537473,4.85,5076.07,53.81,
NOW,Ambos,93.7901498929336,50.0,132.88999938964844,110.83,2.2,8353279,2026-06-01,finviz,finviz_live_promoter:none,ok,XLK,0.0,27.72,SMA20>SMA50 (-0.27%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,93.7901498929336,5.3,8399.42,27.72,
CRM,Ambos,73.23340471092077,70.0,199.42999267578125,190.31,2.41,1912465,2026-06-01,finviz,finviz_live_promoter:none,ok,XLK,0.0,6.74,SMA20>SMA50 (-0.91%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,73.23340471092077,3.97,6489.24,6.74,
WDAY,Ambos,86.0813704496788,50.0,150.50999450683594,135.93,2.06,508615,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,15.8,SMA50>SMA100 (-12.66%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,86.0813704496788,5.49,1639.43,15.8,
IT,Ambos,74.94646680942184,30.0,169.0,164.56,4.28,8307,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,5.47,Breakout > 164.56,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,74.94646680942184,4.7,1411.48,5.47,
PLTR,Ambos,81.5845824411135,52.94,157.5800018310547,149.64,2.04,6391230,2026-06-01,finviz,finviz_live_promoter:none,ok,XLK,0.0,13.59,SMA20>SMA50 (-2.81%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,81.5845824411135,4.19,14405.53,13.59,
HOOD,Ambos,90.5781584582441,50.0,86.33999633789062,84.92,2.58,3449098,2026-06-01,finviz,finviz_live_promoter:none,ok,XLF,0.0,20.95,SMA50>SMA100 (-7.77%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,90.5781584582441,5.48,6056.63,20.95,
BRKR,Ambos,96.78800856531048,50.0,57.0,54.41,2.23,52584,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,32.43,SMA50>SMA100 (-3.35%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,96.78800856531048,4.92,356.38,32.43,
NTAP,Ambos,96.57387580299786,50.0,176.00010681152344,143.65,4.27,386005,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,39.76,SMA100>SMA200 (-3.44%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,96.57387580299786,4.48,2772.64,39.76,
BOX,Ambos,78.80085653104925,68.98,27.23500061035156,26.55,1.75,120363,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,7.18,SMA50>SMA100 (-1.99%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,78.80085653104925,3.95,124.81,7.18,
ORCL,Ambos,93.57601713062098,50.0,225.5800018310547,205.0,1.93,3575427,2026-06-01,finviz,finviz_live_promoter:none,ok,XLK,0.0,17.82,SMA100>SMA200 (-18.81%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,93.57601713062098,4.7,9249.15,17.82,
LOGI,Ambos,88.6509635974304,50.41,123.0999984741211,113.04,2.5,70736,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,14.6,SMA100>SMA200 (-6.45%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,88.6509635974304,3.19,433.3,14.6,
SOFI,Ambos,82.22698072805139,53.15,17.719999313354492,17.08,2.26,9322721,2026-06-01,finviz,finviz_live_promoter:none,ok,XLF,0.0,13.51,SMA20>SMA50 (-3.94%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,82.22698072805139,4.48,2736.17,13.51,
DELL,Ambos,99.78586723768736,80.0,454.7200012207031,327.73,4.32,2605089,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,61.89,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,99.78586723768736,5.93,17566.17,61.89,
PAYX,Ambos,69.16488222698072,30.0,98.7750015258789,97.21,1.81,96455,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,4.1,Breakout > 97.21,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,69.16488222698072,2.92,554.7,4.1,
HPE,Ambos,95.07494646680942,80.0,44.917999267578125,38.58,4.2,5846598,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,29.13,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,95.07494646680942,4.27,3692.74,29.13,
ZETA,Ambos,89.29336188436831,50.0,23.799999237060547,20.54,1.59,1805072,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,25.78,SMA50>SMA100 (-4.33%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,89.29336188436831,6.07,352.4,25.78,
APTV,Ambos,81.79871520342613,50.0,67.45999908447266,63.95,2.05,40391,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,18.28,SMA20>SMA50 (-5.21%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,81.79871520342613,4.31,582.37,18.28,
MSFT,Ambos,77.08779443254818,66.97,460.7149963378906,431.76,2.28,7637544,2026-06-01,finviz,finviz_live_promoter:none,ok,XLK,0.0,7.98,SMA50>SMA100 (-2.55%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,77.08779443254818,2.45,35804.25,7.98,
RBRK,Ambos,94.64668094218416,50.0,81.36000061035156,72.35,1.64,849411,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,23.72,SMA50>SMA100 (-2.34%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,94.64668094218416,5.31,425.26,23.72,
MDB,Ambos,92.07708779443254,20.75,355.7099914550781,349.21,3.94,400041,2026-06-01,finviz,finviz_live_promoter:none,ok,XLK,0.0,10.47,Breakout > 349.21,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,92.07708779443254,5.51,3555.05,10.47,
TEAM,Ambos,96.1456102783726,50.0,110.75,96.32,1.61,1413615,2026-06-01,finviz,finviz_live_promoter:none,ok,XLK,0.0,21.37,SMA50>SMA100 (-14.31%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,96.1456102783726,7.38,1489.1,21.37,
PATH,Ambos,83.08351177730194,22.46,12.09000015258789,12.09,1.63,5244331,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,9.78,Breakout > 12.09,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,83.08351177730194,6.2,760.43,9.78,
SMCI,Ambos,98.28693790149892,50.0,46.65019989013672,43.55,2.04,6137551,2026-06-01,finviz,finviz_live_promoter:none,ok,XLK,0.0,36.47,SMA50>SMA100 (-4.30%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,98.28693790149892,7.29,4288.19,36.47,
CTSH,Ambos,69.593147751606,62.68,55.275001525878906,54.27,1.67,345552,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,9.69,SMA20>SMA50 (-8.85%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,69.593147751606,3.92,822.31,9.69,
PANW,Ambos,96.35974304068522,50.0,287.0799865722656,261.41,1.77,774957,2026-06-01,finviz,finviz_live_promoter:none,ok,XLK,0.0,23.32,SMA100>SMA200 (-4.80%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,96.35974304068522,5.04,4221.86,23.32,
DLTR,Ambos,86.50963597430406,50.0,114.7969970703125,114.64,1.62,161976,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,22.55,SMA20>SMA50 (-5.40%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,86.50963597430406,4.44,861.17,22.55,
TIGO,Ambos,53.53319057815846,60.0,87.0999984741211,87.05,7.16,100648,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,3.21,Breakout > 87.05,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,53.53319057815846,4.45,1300.67,3.21,
ADBE,Ambos,67.23768736616702,30.0,265.7799987792969,265.09,2.3,1215005,2026-06-01,finviz,finviz_live_promoter:none,ok,XLK,0.0,4.52,Breakout > 265.09,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,67.23768736616702,3.4,2796.51,4.52,
RIVN,Ambos,48.60813704496788,12.51,16.735000610351562,16.68,1.82,3867648,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,13.76,Breakout > 16.68,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,48.60813704496788,4.67,967.25,13.76,
MNDY,Ambos,89.50749464668094,20.33,89.37000274658203,88.48,2.52,331831,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,10.64,Breakout > 88.48,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,89.50749464668094,7.01,501.13,10.64,
IVZ,Ambos,75.58886509635975,70.0,28.38500022888184,28.38,1.79,144560,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,4.55,SMA50>SMA100 (-1.59%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,75.58886509635975,2.72,226.91,4.55,
EW,Ambos,63.38329764453962,30.0,88.44000244140625,88.28,1.51,292302,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,4.17,Breakout > 88.28,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,63.38329764453962,2.97,628.69,4.17,
ODFL,Ambos,68.95074946466809,91.48,223.80499267578125,223.8,1.97,112715,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,10.18,Dist SMA20 <= 6.77%,Extendido de SMA20,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,68.95074946466809,3.59,833.66,10.18,
SN,Ambos,67.45182012847965,63.95,122.37999725341795,121.71,2.68,98898,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,9.19,SMA50>SMA100 (-3.66%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,67.45182012847965,4.56,966.14,9.19,
RPRX,Ambos,80.29978586723769,100.0,54.75,54.74,4.21,500516,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,6.61,OK,OK,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,80.29978586723769,2.16,1003.01,6.61,
PSN,Ambos,84.58244111349036,14.63,60.77999877929688,60.72,1.54,236042,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,12.92,Breakout > 60.72,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,84.58244111349036,4.61,123.74,12.92,
TMO,Ambos,62.52676659528908,68.63,491.3299865722656,491.01,1.58,559099,2026-06-01,finviz,finviz_live_promoter:none,ok,XLV,0.0,7.31,SMA20>SMA50 (-4.31%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,62.52676659528908,2.98,2060.71,7.31,
AVPT,Ambos,80.51391862955032,30.0,11.479999542236328,11.47,1.5,611648,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,5.94,Breakout > 11.47,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,80.51391862955032,4.97,37.8,5.94,
NTRA,Ambos,73.87580299785867,63.08,221.63999938964844,221.56,1.5,201473,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,9.54,SMA50>SMA100 (-3.71%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,73.87580299785867,5.44,601.04,9.54,
INVH,Ambos,57.38758029978587,30.0,29.584999084472656,29.58,1.68,931749,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,1.43,Breakout > 29.58,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,57.38758029978587,1.76,266.96,1.43,
UPS,Ambos,50.10706638115632,28.73,108.1050033569336,108.02,1.63,1397430,2026-06-01,finviz,finviz_live_promoter:none,ok,XLI,0.0,7.28,Breakout > 108.02,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,50.10706638115632,2.44,1116.43,7.28,
OTEX,Ambos,66.80942184154176,30.0,25.25,25.23,2.33,852458,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,2.03,Breakout > 25.23,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,66.80942184154176,4.47,183.26,2.03,
HUBS,Ambos,49.25053533190578,30.0,255.0951995849609,255.0,2.83,1064178,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,5.57,Breakout > 255.00,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,49.25053533190578,6.67,1503.0,5.57,
NDAQ,Ambos,54.603854389721626,30.0,93.66000366210938,93.63,1.6,880460,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,2.24,Breakout > 93.63,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,54.603854389721626,2.15,461.67,2.24,
CDW,Ambos,16.488222698072803,15.07,138.2550048828125,137.99,1.85,1412379,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,12.74,Breakout > 137.99,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,16.488222698072803,4.79,601.47,12.74,
NUE,Ambos,77.51605995717344,57.8,250.38999938964844,250.37,2.41,352308,2026-06-01,finviz,finviz_live_promoter:none,ok,XLB,0.0,7.65,Breakout > 250.37,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,77.51605995717344,2.28,846.97,7.65,
STLD,Ambos,82.86937901498929,53.54,261.9100036621094,261.84,1.98,315998,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,9.35,Breakout > 261.84,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,82.86937901498929,2.84,551.34,9.35,
GE,Ambos,79.44325481798715,66.11,322.67999267578125,322.32,1.75,1998493,2026-06-01,finviz,finviz_live_promoter:none,ok,XLI,0.0,8.32,SMA50>SMA100 (-3.77%),MA stack roto,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,79.44325481798715,2.78,3025.67,8.32,
HIW,Ambos,75.80299785867237,30.0,26.530000686645508,26.51,2.04,424159,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,3.05,Breakout > 26.51,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,75.80299785867237,2.39,72.8,3.05,
BTU,Ambos,58.67237687366167,26.16,29.540000915527344,29.54,2.0,2994158,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,8.3,Breakout > 29.54,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,58.67237687366167,4.82,216.82,8.3,
STT,Ambos,59.100642398286936,60.0,159.36000061035156,159.31,1.99,595192,2026-06-01,finviz,finviz_live_promoter:none,ok,OTHER,0.0,1.96,Breakout > 159.31,Falta breakout,PASS,BLOCKED,Qulla:screener_fail:qullamaggie_momentum=FAIL; Minervini:screener_fail:minervini_trend=FAIL,canonical_signal_engine:A+B_rejected,59.100642398286936,1.93,587.06,1.96,
