ticker,fold,mode,cutoff_date
BIKR1,1,B,2021-12-30
BILI,1,B,2021-12-30
AON,1,B,2021-12-30
HCA,1,B,2021-12-30
SHW,1,B,2021-12-30
RH,1,B,2021-12-30
CLF,1,B,2021-12-30
AZO,1,B,2021-12-30
AKAM,1,B,2021-12-30
MMM,1,B,2021-12-30
TYL,1,B,2021-12-30
NSC,1,B,2021-12-30
IT,1,B,2021-12-30
BSX,1,B,2021-12-30
DHI,1,B,2021-12-30
SYK,1,B,2021-12-30
NUE,1,B,2021-12-30
WTW,1,B,2021-12-30
ANET,1,B,2021-12-30
MCHP,1,B,2021-12-30
HUM,1,B,2021-12-30
ZTS,1,B,2021-12-30
BDX,1,B,2021-12-30
MAR,1,B,2021-12-30
EW,1,B,2021-12-30
SNPS,1,B,2021-12-30
VEEV,1,B,2021-12-30
