agent_name,combo_name,ticker,signal_date,entry_score,screener_score,screener_reason,pattern_signal,tier2_filter,rvol,adr_pct,consol_days,dollar_vol_M,entry_price
combo_pure_momentum,combo_pure_momentum,BKH,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,5.46,1.77,17,17.2,72.46
combo_pure_momentum,combo_pure_momentum,BKNG,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,0.38,3.79,19,2490.9,4241.2598
combo_pure_momentum,combo_pure_momentum,BKR,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,1.81,2.84,18,524.4,54.26
combo_pure_momentum,combo_pure_momentum,BLDR,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,0.77,4.44,19,237.4,88.09
combo_pure_momentum,combo_pure_momentum,BLSH,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,0.77,5.54,19,49.9,36.62
combo_pure_momentum,combo_pure_momentum,BMNR,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,6.99,3.17,11,235.4,20.54
combo_pure_momentum,combo_pure_momentum,BMRN,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,0.52,3.79,17,130.7,58.51
combo_pure_momentum,combo_pure_momentum,BMY,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,0.59,1.92,19,719.8,59.08
combo_pure_momentum,combo_pure_momentum,BN,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,1.28,3.15,17,263.0,38.37
combo_pure_momentum,combo_pure_momentum,BNS,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,0.5,1.83,14,137.4,68.75
combo_pure_momentum,combo_pure_momentum,BNTX,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,0.91,3.35,17,141.1,91.19
combo_pure_momentum,combo_pure_momentum,BP,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,1.19,2.03,15,515.9,42.67
combo_pure_momentum,combo_pure_momentum,BR,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,1.06,2.9,19,248.4,178.32
combo_pure_momentum,combo_pure_momentum,BRK-B,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,0.46,1.56,18,2388.3,490.03
combo_pure_momentum,combo_pure_momentum,BRKR,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,1.94,4.45,18,76.3,33.75
combo_pure_momentum,combo_pure_momentum,BRO,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,0.47,2.5,20,215.8,68.26
combo_pure_momentum,combo_pure_momentum,BROS,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,0.65,5.85,19,271.3,47.3
combo_pure_momentum,combo_pure_momentum,BRSL,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,3.18,116.17,13,3.6,12.67
combo_pure_momentum,combo_pure_momentum,BRX,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,0.62,1.66,20,89.5,29.65
combo_pure_momentum,combo_pure_momentum,BRZE,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,4.31,1.49,14,9.6,18.77
combo_pure_momentum,combo_pure_momentum,BSX,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,0.76,2.53,15,906.1,69.13
combo_pure_momentum,combo_pure_momentum,BSY,2026-03-13,0.0,0.0,qullamaggie_momentum=FAIL,breakout,n/a,0.45,3.81,17,156.5,38.19
