ticker,entry_date,final_exit_date,entry_price,exit_price,total_shares,total_pnl,exit_phases,entry_signal,hold_days,r_multiple,return_pct,outcome_category,is_winner,was_stopped_out,hit_tp1,hit_tp2,had_runner
COHR,2021-12-20,2021-12-20,70.5,66.32250213623047,51.0,-213.0523910522461,STOP,MOMENTUM,0,0.0,-5.925528884779477,SMALL_WIN,False,True,False,False,False
COHU,2021-12-20,2021-12-20,70.5,66.32250213623047,51.0,-213.0523910522461,STOP,MOMENTUM,0,0.0,-5.925528884779477,SMALL_WIN,False,True,False,False,False
COKE,2021-02-11,2021-02-11,26.01000022888184,24.18930053710937,145.0,-264.00145530700684,STOP,MOMENTUM,0,0.0,-6.999998753366916,SMALL_WIN,False,True,False,False,False
COLB,2021-02-11,2021-02-11,26.01000022888184,24.18930053710937,145.0,-264.00145530700684,STOP,MOMENTUM,0,0.0,-6.999998753366916,SMALL_WIN,False,True,False,False,False
COLL,2021-02-11,2021-02-11,26.01000022888184,24.18930053710937,145.0,-264.00145530700684,STOP,MOMENTUM,0,0.0,-6.999998753366916,SMALL_WIN,False,True,False,False,False
COLM,2021-02-11,2021-02-11,26.01000022888184,24.18930053710937,145.0,-264.00145530700684,STOP,MOMENTUM,0,0.0,-6.999998753366916,SMALL_WIN,False,True,False,False,False
CRDO,2024-07-17,2024-07-17,33.09000015258789,30.450000762939453,91.0,-240.2399444580078,STOP,MOMENTUM,0,0.0,-7.978239279161711,SMALL_WIN,False,True,False,False,False
CROX,2023-02-06,2023-02-06,16.5,15.575142860412598,234.0,-216.41657066345212,STOP,MOMENTUM,0,0.0,-5.605194785378195,SMALL_WIN,False,True,False,False,False
CRSP,2023-02-06,2023-02-06,16.5,15.575142860412598,234.0,-216.41657066345212,STOP,MOMENTUM,0,0.0,-5.605194785378195,SMALL_WIN,False,True,False,False,False
CRSR,2023-02-06,2023-02-06,16.5,15.575142860412598,234.0,-216.41657066345212,STOP,MOMENTUM,0,0.0,-5.605194785378195,SMALL_WIN,False,True,False,False,False
CRTO,2023-02-06,2023-02-06,16.5,15.575142860412598,234.0,-216.41657066345212,STOP,MOMENTUM,0,0.0,-5.605194785378195,SMALL_WIN,False,True,False,False,False
CRWD,2023-10-06,2023-10-06,163.02999877929688,176.69000244140625,9.0,122.94003295898438,TP1,MOMENTUM,0,0.0,8.378828291964666,SMALL_WIN,True,False,True,False,False
CRWD,2023-10-11,2023-10-11,163.02999877929688,188.22000122070312,6.0,151.1400146484375,TP2,MOMENTUM,0,0.0,15.451145574445727,SMALL_WIN,True,False,False,True,False
CRWD,2023-10-20,2023-10-20,163.02999877929688,178.75999450683594,4.0,62.91998291015625,RUNNER,MOMENTUM,0,0.0,9.648528396809759,SMALL_WIN,True,False,False,False,True
