ticker,fold,mode,cutoff_date
WDAY,1,A_BOTH,2023-12-30
ABC,1,A_BOTH,2023-12-30
ABMD,1,A_BOTH,2023-12-30
ABT,1,A_BOTH,2023-12-30
ADS,1,A_BOTH,2023-12-30
AEE,1,A_BOTH,2023-12-30
ISRG,1,A_BOTH,2023-12-30
GILD,1,A_BOTH,2023-12-30
NEM,1,A_BOTH,2023-12-30
PLD,1,A_BOTH,2023-12-30
ROP,1,A_BOTH,2023-12-30
BX,1,A_BOTH,2023-12-30
ZBH,1,A_BOTH,2023-12-30
ZBRA,1,A_BOTH,2023-12-30
ZION,1,A_BOTH,2023-12-30
MPC,1,A_BOTH,2023-12-30
LMT,1,A_BOTH,2023-12-30
SLB,1,A_BOTH,2023-12-30
AAL,1,A_BOTH,2023-12-30
TGT,1,A_BOTH,2023-12-30
MELI,1,A_BOTH,2023-12-30
SHW,1,A_BOTH,2023-12-30
PM,1,A_BOTH,2023-12-30
CB,1,A_BOTH,2023-12-30
XLB,1,A_BOTH,2023-12-30
MDT,1,A_BOTH,2023-12-30
APTV,1,A_BOTH,2023-12-30
ARE,1,A_BOTH,2023-12-30
ARNC,1,A_BOTH,2023-12-30
ATO,1,A_BOTH,2023-12-30
NXPI,1,A_BOTH,2023-12-30
TJX,1,A_BOTH,2023-12-30
DG,1,A_BOTH,2023-12-30
KLAC,1,A_BOTH,2023-12-30
CCI,1,A_BOTH,2023-12-30
TTWO,1,A_BOTH,2023-12-30
IRM,1,A_BOTH,2023-12-30
USB,1,A_BOTH,2023-12-30
SE,1,A_BOTH,2023-12-30
SOFI,1,A_BOTH,2023-12-30
PSX,1,A_BOTH,2023-12-30
DHI,1,A_BOTH,2023-12-30
XLC,1,A_BOTH,2023-12-30
CHTH,1,A_BOTH,2023-12-30
CHTP,1,A_BOTH,2023-12-30
FTV,1,A_BOTH,2023-12-30
GDDY,1,A_BOTH,2023-12-30
GEN,1,A_BOTH,2023-12-30
GIS,1,A_BOTH,2023-12-30
MCK,1,A_BOTH,2023-12-30
BDX,1,A_BOTH,2023-12-30
DL1,1,A_BOTH,2023-12-30
JCI,1,A_BOTH,2023-12-30
MDLZ,1,A_BOTH,2023-12-30
AMT,1,A_BOTH,2023-12-30
VLO,1,A_BOTH,2023-12-30
EOG,1,A_BOTH,2023-12-30
AON,1,A_BOTH,2023-12-30
AZO,1,A_BOTH,2023-12-30
CSX,1,A_BOTH,2023-12-30
CMG,1,A_BOTH,2023-12-30
SYK,1,A_BOTH,2023-12-30
URI,1,A_BOTH,2023-12-30
MCHP,1,A_BOTH,2023-12-30
CME,1,A_BOTH,2023-12-30
ADP,1,A_BOTH,2023-12-30
O,1,A_BOTH,2023-12-30
CDNS,1,A_BOTH,2023-12-30
TEAM,1,A_BOTH,2023-12-30
ZS,1,A_BOTH,2023-12-30
ANET,1,A_BOTH,2023-12-30
TYL,1,A_BOTH,2023-12-30
MMM,1,A_BOTH,2023-12-30
EXC,1,A_BOTH,2023-12-30
RBLX,1,A_BOTH,2023-12-30
ORLY,1,A_BOTH,2023-12-30
EL,1,A_BOTH,2023-12-30
SPOT,1,A_BOTH,2023-12-30
JD,1,A_BOTH,2023-12-30
