ticker,close,sma20,gap_to_sma20_pct,rvol,gap_rvol,adr,gap_adr,dist_sma20,gap_dist,dv_M,gap_dv_M,rs_pct,gap_rs,n_blockers,blockers,proximity_score
VRTX,469.34,478.47,1.91,0.74,0.36,3.13,0.0,-1.91,0.0,695.5,0.0,50.0,8.0,3,below_SMA20(1.9%) | rvol(0.74<1.1048) | rs(50%<58%),11.461
NVDA,180.25,184.95,2.54,0.82,0.29,2.96,0.0,-2.54,0.0,34519.7,0.0,50.0,8.0,3,below_SMA20(2.5%) | rvol(0.82<1.1048) | rs(50%<58%),11.963
TSLA,391.2,404.83,3.37,0.98,0.12,2.9,0.0,-3.37,0.0,22859.8,0.0,50.0,8.0,3,below_SMA20(3.4%) | rvol(0.98<1.1048) | rs(50%<58%),11.967
ADP,208.52,213.22,2.2,0.74,0.36,2.85,0.0,-2.2,0.0,839.1,0.0,50.0,8.0,3,below_SMA20(2.2%) | rvol(0.74<1.1048) | rs(50%<58%),12.015
AEE,112.04,110.55,-1.35,0.81,0.29,1.7,0.17,1.35,0.0,210.9,0.0,50.0,8.0,3,rvol(0.81<1.1048) | adr(1.70<1.8714) | rs(50%<58%),13.131
ACI,17.27,17.68,2.3,0.64,0.47,2.98,0.0,-2.3,0.0,98.0,0.0,50.0,8.0,3,below_SMA20(2.3%) | rvol(0.64<1.1048) | rs(50%<58%),13.256
ACIC,11.31,11.3,-0.05,0.32,0.78,3.63,0.0,0.05,0.0,3.8,16.2,50.0,8.0,3,rvol(0.32<1.1048) | dv(4M<20M) | rs(50%<58%),13.539
ABCL,3.49,3.41,-2.35,0.57,0.54,6.13,0.0,2.35,0.0,12.7,7.3,50.0,8.0,3,rvol(0.57<1.1048) | dv(13M<20M) | rs(50%<58%),14.826
ACRE,4.86,5.09,4.55,1.11,0.0,3.14,0.0,-4.55,0.0,2.2,17.8,50.0,8.0,3,below_SMA20(4.5%) | dv(2M<20M) | rs(50%<58%),14.876
ACIW,39.77,40.84,2.62,0.53,0.57,4.07,0.0,-2.62,0.0,38.4,0.0,50.0,8.0,3,below_SMA20(2.6%) | rvol(0.53<1.1048) | rs(50%<58%),14.983
CDNS,287.03,296.06,3.05,0.61,0.49,3.93,0.0,-3.05,0.0,841.8,0.0,50.0,8.0,3,below_SMA20(3.0%) | rvol(0.61<1.1048) | rs(50%<58%),15.01
ADUS,101.35,107.01,5.29,1.05,0.05,3.52,0.0,-5.29,0.0,25.9,0.0,50.0,8.0,3,below_SMA20(5.3%) | rvol(1.05<1.1048) | rs(50%<58%),15.086
AMD,193.39,201.23,3.9,0.76,0.34,3.83,0.0,-3.9,0.0,6844.9,0.0,50.0,8.0,3,below_SMA20(3.9%) | rvol(0.76<1.1048) | rs(50%<58%),15.208
ABNB,126.3,130.05,2.89,0.52,0.59,3.79,0.0,-2.89,0.0,675.0,0.0,50.0,8.0,3,below_SMA20(2.9%) | rvol(0.52<1.1048) | rs(50%<58%),15.645
ADMA,15.15,15.84,4.33,0.8,0.31,4.97,0.0,-4.33,0.0,54.7,0.0,50.0,8.0,3,below_SMA20(4.3%) | rvol(0.80<1.1048) | rs(50%<58%),15.762
ABR,7.67,7.85,2.36,0.36,0.74,4.18,0.0,-2.36,0.0,37.7,0.0,50.0,8.0,3,below_SMA20(2.4%) | rvol(0.36<1.1048) | rs(50%<58%),16.146
AAPL,250.12,262.75,4.81,0.83,0.28,2.24,0.0,-4.81,0.0,10325.2,0.0,50.0,8.0,3,below_SMA20(4.8%) | rvol(0.83<1.1048) | rs(50%<58%),16.383
ACGL,93.47,97.89,4.51,0.67,0.43,1.98,0.0,-4.51,0.0,155.5,0.0,50.0,8.0,3,below_SMA20(4.5%) | rvol(0.67<1.1048) | rs(50%<58%),17.346
ACRG,8.03,7.71,-4.19,0.79,0.32,5.86,0.0,4.19,0.0,0.0,20.0,50.0,8.0,3,rvol(0.79<1.1048) | dv(0M<20M) | rs(50%<58%),17.573
SNPS,412.63,431.42,4.35,0.62,0.49,3.79,0.0,-4.35,0.0,993.7,0.0,50.0,8.0,3,below_SMA20(4.4%) | rvol(0.62<1.1048) | rs(50%<58%),17.586
ABBV,219.68,228.89,4.02,0.51,0.59,2.48,0.0,-4.02,0.0,1405.9,0.0,50.0,8.0,3,below_SMA20(4.0%) | rvol(0.51<1.1048) | rs(50%<58%),17.952
AMAT,341.53,359.44,4.98,0.7,0.4,4.01,0.0,-4.98,0.0,2598.4,0.0,50.0,8.0,3,below_SMA20(5.0%) | rvol(0.70<1.1048) | rs(50%<58%),18.016
ABAT,3.32,3.58,7.2,1.49,0.0,5.89,0.0,-7.2,0.0,10.9,9.1,50.0,8.0,3,below_SMA20(7.2%) | dv(11M<20M) | rs(50%<58%),19.31
AEG,6.79,7.32,7.2,1.0,0.1,2.09,0.0,-7.2,0.0,43.9,0.0,50.0,8.0,3,below_SMA20(7.2%) | rvol(1.00<1.1048) | rs(50%<58%),19.43
ABTS,2.76,2.72,-1.49,0.0,1.1,16.25,0.0,1.49,0.0,5.7,14.3,50.0,8.0,3,rvol(0.00<1.1048) | dv(6M<20M) | rs(50%<58%),19.434
LRCX,212.2,227.56,6.75,0.89,0.21,4.34,0.0,-6.75,0.0,2119.4,0.0,50.0,8.0,3,below_SMA20(6.8%) | rvol(0.89<1.1048) | rs(50%<58%),19.645
ADMT,0.09,0.09,-1.69,0.05,1.06,2.85,0.0,1.69,0.0,0.0,20.0,50.0,8.0,3,rvol(0.05<1.1048) | dv(0M<20M) | rs(50%<58%),19.953
PCAR,115.34,123.17,6.36,0.78,0.33,2.25,0.0,-6.36,0.0,377.8,0.0,50.0,8.0,3,below_SMA20(6.4%) | rvol(0.78<1.1048) | rs(50%<58%),19.996
QCOM,129.82,138.88,6.53,0.8,0.3,2.72,0.0,-6.53,0.0,1261.6,0.0,50.0,8.0,3,below_SMA20(6.5%) | rvol(0.80<1.1048) | rs(50%<58%),20.1
ACDC,6.35,6.89,7.83,4.66,0.0,6.61,0.0,-7.83,0.0,3.8,16.2,50.0,8.0,3,below_SMA20(7.8%) | dv(4M<20M) | rs(50%<58%),21.291
ADNH,0.42,0.41,-2.16,0.0,1.1,11.13,0.0,2.16,0.0,0.0,20.0,50.0,8.0,3,rvol(0.00<1.1048) | dv(0M<20M) | rs(50%<58%),21.381
ACN,196.65,208.18,5.54,0.47,0.63,4.1,0.0,-5.54,0.0,1468.6,0.0,50.0,8.0,3,below_SMA20(5.5%) | rvol(0.47<1.1048) | rs(50%<58%),21.392
AER,133.04,145.71,8.69,1.06,0.04,2.89,0.0,-8.69,0.0,220.3,0.0,50.0,8.0,3,below_SMA20(8.7%) | rvol(1.06<1.1048) | rs(50%<58%),21.808
ABIT,0.0,0.0,8.05,1.73,0.0,14.87,0.0,-8.05,0.0,0.0,20.0,50.0,8.0,3,below_SMA20(8.0%) | dv(0M<20M) | rs(50%<58%),22.097
ABG,196.46,213.42,7.95,0.88,0.23,3.4,0.0,-7.95,0.0,44.2,0.0,50.0,8.0,3,below_SMA20(7.9%) | rvol(0.88<1.1048) | rs(50%<58%),22.168
MELI,1670.0,1823.77,8.43,0.95,0.16,3.72,0.0,-8.43,0.0,1192.7,0.0,50.0,8.0,3,below_SMA20(8.4%) | rvol(0.95<1.1048) | rs(50%<58%),22.423
ACIU,3.02,2.83,-6.55,0.74,0.37,6.95,0.0,6.55,0.0,1.0,19.0,50.0,8.0,3,rvol(0.74<1.1048) | dv(1M<20M) | rs(50%<58%),22.675
MAR,313.81,337.91,7.13,0.63,0.48,2.53,0.0,-7.13,0.0,539.6,0.0,50.0,8.0,3,below_SMA20(7.1%) | rvol(0.63<1.1048) | rs(50%<58%),23.026
A,111.51,120.15,7.19,0.52,0.59,2.65,0.0,-7.19,0.0,301.4,0.0,50.0,8.0,3,below_SMA20(7.2%) | rvol(0.52<1.1048) | rs(50%<58%),24.273
AAVVF,8.05,7.73,-4.1,0.08,1.02,3.3,0.0,4.1,0.0,0.6,19.4,50.0,8.0,3,rvol(0.08<1.1048) | dv(1M<20M) | rs(50%<58%),24.342
NFLX,95.31,88.83,-7.3,0.56,0.55,3.09,0.0,7.3,0.53,5107.3,0.0,50.0,8.0,3,rvol(0.56<1.1048) | dist(7.3>6.768) | rs(50%<58%),24.619
ABBNY,83.4,88.59,5.86,0.14,0.97,1.97,0.0,-5.86,0.0,27.8,0.0,50.0,8.0,3,below_SMA20(5.9%) | rvol(0.14<1.1048) | rs(50%<58%),25.407
ABR-PF,22.2,22.13,-0.32,2.13,0.0,0.9,0.97,0.32,0.0,0.1,19.9,50.0,8.0,3,adr(0.90<1.8714) | dv(0M<20M) | rs(50%<58%),26.056
TXN,190.78,208.2,8.37,0.56,0.55,2.66,0.0,-8.37,0.0,1256.1,0.0,50.0,8.0,3,below_SMA20(8.4%) | rvol(0.56<1.1048) | rs(50%<58%),26.191
ADT,6.41,7.27,11.78,0.93,0.18,3.1,0.0,-11.78,0.0,68.3,0.0,50.0,8.0,3,below_SMA20(11.8%) | rvol(0.93<1.1048) | rs(50%<58%),29.33
ACHR,6.03,6.78,11.09,0.7,0.41,5.98,0.0,-11.09,0.0,186.6,0.0,50.0,8.0,3,below_SMA20(11.1%) | rvol(0.70<1.1048) | rs(50%<58%),30.253
ABCB,75.18,86.15,12.74,0.9,0.2,1.99,0.0,-12.74,0.0,32.3,0.0,50.0,8.0,3,below_SMA20(12.7%) | rvol(0.90<1.1048) | rs(50%<58%),31.481
^VIX,25.09,22.79,-10.09,0.0,1.1,16.81,0.0,10.09,3.32,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(10.1>6.768) | rs(50%<58%),38.554
EVER,15.88,15.59,-1.85,0.59,0.52,4.87,0.0,1.85,0.0,10.9,9.1,0.0,58.0,3,rvol(0.59<1.1048) | dv(11M<20M) | rs(0%<58%),38.776
ACHC,23.52,20.44,-15.05,3.34,0.0,6.49,0.0,15.05,8.28,19.3,0.7,50.0,8.0,3,dist(15.0>6.768) | dv(19M<20M) | rs(50%<58%),42.443
ACNT,12.79,15.7,18.55,1.49,0.0,3.85,0.0,-18.55,0.0,1.9,18.1,50.0,8.0,3,below_SMA20(18.6%) | dv(2M<20M) | rs(50%<58%),42.922
ACTG,4.88,4.23,-15.48,1.12,0.0,4.43,0.0,15.48,8.71,1.9,18.1,50.0,8.0,3,dist(15.5>6.768) | dv(2M<20M) | rs(50%<58%),45.471
ACNB,46.48,56.44,17.65,0.03,1.08,5.48,0.0,-17.65,0.0,55.4,0.0,50.0,8.0,3,below_SMA20(17.7%) | rvol(0.03<1.1048) | rs(50%<58%),50.089
ACXP,3.88,5.19,25.25,0.48,0.62,14.91,0.0,-25.25,0.0,46.2,0.0,50.0,8.0,3,below_SMA20(25.3%) | rvol(0.48<1.1048) | rs(50%<58%),60.75
CPSH,5.01,4.15,-20.72,1.36,0.0,8.37,0.0,20.72,13.95,0.9,19.1,50.0,8.0,3,dist(20.7>6.768) | dv(1M<20M) | rs(50%<58%),61.313
ACV,25.32,39.74,36.28,1.26,0.0,3.0,0.0,-36.28,0.0,0.3,19.7,50.0,8.0,3,below_SMA20(36.3%) | dv(0M<20M) | rs(50%<58%),78.54
ABEV,2.86,4.57,37.38,4.33,0.0,3.48,0.0,-37.38,0.0,19.8,0.2,50.0,8.0,3,below_SMA20(37.4%) | dv(20M<20M) | rs(50%<58%),78.789
ABM,38.77,78.02,50.31,3.01,0.0,3.04,0.0,-50.31,0.0,9.1,10.9,50.0,8.0,3,below_SMA20(50.3%) | dv(9M<20M) | rs(50%<58%),105.717
ADTX,1.82,3.74,51.36,10.6,0.0,12.28,0.0,-51.36,0.0,0.2,19.8,50.0,8.0,3,below_SMA20(51.4%) | dv(0M<20M) | rs(50%<58%),108.703
AEHL,1.86,6.22,70.09,3.44,0.0,2.74,0.0,-70.09,0.0,0.2,19.8,50.0,8.0,3,below_SMA20(70.1%) | dv(0M<20M) | rs(50%<58%),146.16
AEI,1.62,6.12,73.52,2.59,0.0,2.13,0.0,-73.52,0.0,0.0,20.0,50.0,8.0,3,below_SMA20(73.5%) | dv(0M<20M) | rs(50%<58%),153.052
ABX,9.8,93.81,89.55,1.29,0.0,4.67,0.0,-89.55,0.0,8.8,11.2,50.0,8.0,3,below_SMA20(89.6%) | dv(9M<20M) | rs(50%<58%),184.232
ABR-PD,17.3,10.23,-69.17,0.0,1.1,3.63,0.0,69.17,62.41,70.5,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(69.2>6.768) | rs(50%<58%),215.779
ADX,22.44,11.15,-101.25,2.35,0.0,2.32,0.0,101.25,94.48,1.9,18.1,50.0,8.0,3,dist(101.3>6.768) | dv(2M<20M) | rs(50%<58%),302.796
AEHR,35.67,15.62,-128.39,3.78,0.0,3.21,0.0,128.39,121.62,14.7,5.3,50.0,8.0,3,dist(128.4>6.768) | dv(15M<20M) | rs(50%<58%),382.938
AAT,18.78,4.93,-280.74,3.06,0.0,3.38,0.0,280.74,273.97,1.7,18.3,50.0,8.0,3,dist(280.7>6.768) | dv(2M<20M) | rs(50%<58%),841.295
ADEA,22.79,5.73,-297.81,1.86,0.0,62.64,0.0,297.81,291.04,15.1,4.9,50.0,8.0,3,dist(297.8>6.768) | dv(15M<20M) | rs(50%<58%),891.157
AAPC,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
AAQC,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
AATI,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
AATI1,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ABCW,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ABCWQ,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ABF,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ABIO,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ABIO1,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ABKFQ,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ABMC,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ABNTQ,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ABOV,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ABST,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ABTI1,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ABTXQ,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ABVA,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ABWG,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ABWTQ,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ACAP,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ACAQ,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ACAS,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ACCS2,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ACCT,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ACDI,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ACDO,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ACETQ,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ACF,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ACFC,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ACHHY,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ACME,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ACMM,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ACNAQ,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ACQR,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ACRO1,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ACRUQ,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ACV1,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ACW,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ADELQ,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ADEP,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ADLR,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ADLTQ,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ADN,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ADPC,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ADPI,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ADSC,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ADSW,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ADTM1,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
ADZA,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
AEC1,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
AENZ,,0.0,0.0,0.0,1.1,,0.0,999.0,992.23,,0.0,50.0,8.0,3,rvol(0.00<1.1048) | dist(999.0>6.768) | rs(50%<58%),1007.285
