ticker,close,sma20,gap_to_sma20_pct,rvol,gap_rvol,adr,gap_adr,dist_sma20,gap_dist,dv_M,gap_dv_M,rs_pct,gap_rs,n_blockers,blockers,proximity_score
BZ,14.17,15.97,11.27,0.84,0.26,3.21,0.0,-11.27,0.0,53.4,0.0,10.5,47.5,3,below_SMA20(11.3%) | rvol(0.84<1.1048) | rs(11%<58%),48.881
CRH,99.82,115.01,13.2,0.82,0.29,2.97,0.0,-13.2,0.0,574.4,0.0,18.7,39.3,3,below_SMA20(13.2%) | rvol(0.82<1.1048) | rs(19%<58%),48.935
CNC,34.45,41.65,17.28,0.88,0.23,4.23,0.0,-17.28,0.0,197.5,0.0,28.7,29.4,3,below_SMA20(17.3%) | rvol(0.88<1.1048) | rs(29%<58%),51.512
CORT,32.15,35.43,9.27,0.46,0.64,5.99,0.0,-9.27,0.0,61.0,0.0,4.4,53.6,3,below_SMA20(9.3%) | rvol(0.46<1.1048) | rs(4%<58%),51.758
DB,28.96,33.87,14.51,0.85,0.26,2.36,0.0,-14.51,0.0,108.9,0.0,16.4,41.6,3,below_SMA20(14.5%) | rvol(0.85<1.1048) | rs(16%<58%),52.415
DOW,36.62,32.18,-13.8,1.1,0.01,4.3,0.0,13.8,7.03,547.2,0.0,22.5,35.5,3,rvol(1.10<1.1048) | dist(13.8>6.768) | rs(23%<58%),52.473
ANF,81.86,92.43,11.43,0.52,0.59,4.84,0.0,-11.43,0.0,127.1,0.0,9.6,48.4,3,below_SMA20(11.4%) | rvol(0.52<1.1048) | rs(10%<58%),52.905
AOS,66.84,74.58,10.38,0.63,0.47,2.6,0.0,-10.38,0.0,84.6,0.0,2.6,55.4,3,below_SMA20(10.4%) | rvol(0.63<1.1048) | rs(3%<58%),53.189
CPB,21.71,25.89,16.15,1.01,0.1,3.47,0.0,-16.15,0.0,206.5,0.0,17.0,41.1,3,below_SMA20(16.2%) | rvol(1.01<1.1048) | rs(17%<58%),53.833
BAX,17.4,19.57,11.1,0.81,0.29,4.47,0.0,-11.1,0.0,191.0,0.0,0.3,57.7,3,below_SMA20(11.1%) | rvol(0.81<1.1048) | rs(0%<58%),54.0
CCL,23.99,29.18,17.79,0.88,0.23,4.71,0.0,-17.79,0.0,630.6,0.0,25.1,32.9,3,below_SMA20(17.8%) | rvol(0.88<1.1048) | rs(25%<58%),54.287
BLDR,88.09,101.48,13.19,0.77,0.33,4.44,0.0,-13.19,0.0,237.4,0.0,6.1,51.9,3,below_SMA20(13.2%) | rvol(0.77<1.1048) | rs(6%<58%),55.654
APA,34.47,30.59,-12.68,0.86,0.25,4.36,0.0,12.68,5.91,292.9,0.0,1.2,56.8,3,rvol(0.86<1.1048) | dist(12.7>6.768) | rs(1%<58%),62.153
DRVN,10.34,12.95,20.13,0.45,0.65,4.44,0.0,-20.13,0.0,26.4,0.0,9.4,48.7,3,below_SMA20(20.1%) | rvol(0.45<1.1048) | rs(9%<58%),71.126
BXSL,23.65,50.03,52.73,0.9,0.21,3.22,0.0,-52.73,0.0,84.0,0.0,3.8,54.2,3,below_SMA20(52.7%) | rvol(0.90<1.1048) | rs(4%<58%),134.63
COLD,11.13,25.16,55.76,0.99,0.11,3.5,0.0,-55.76,0.0,37.2,0.0,4.7,53.3,3,below_SMA20(55.8%) | rvol(0.99<1.1048) | rs(5%<58%),139.336
BRZE,18.77,12.41,-51.3,4.31,0.0,1.49,0.38,51.3,44.53,9.6,10.4,86.8,0.0,3,adr(1.49<1.8714) | dist(51.3>6.768) | dv(10M<20M),155.763
ALHC,16.99,80.17,78.81,1.91,0.0,5.41,0.0,-78.81,0.0,14.7,5.3,1.8,56.3,3,below_SMA20(78.8%) | dv(15M<20M) | rs(2%<58%),186.27
CALX,50.57,31.67,-59.67,1.44,0.0,0.82,1.05,59.67,52.91,10.4,9.6,87.7,0.0,3,adr(0.82<1.8714) | dist(59.7>6.768) | dv(10M<20M),194.2
CPRX,23.23,14.51,-60.07,3.95,0.0,0.79,1.08,60.07,53.3,6.0,14.0,88.0,0.0,3,adr(0.79<1.8714) | dist(60.1>6.768) | dv(6M<20M),196.49
CEF,51.18,27.76,-84.35,5.16,0.0,1.18,0.69,84.35,77.59,7.8,12.2,90.1,0.0,3,adr(1.18<1.8714) | dist(84.4>6.768) | dv(8M<20M),261.384
ELAN,22.94,11.03,-107.93,0.93,0.17,9.71,0.0,107.93,101.16,56.8,0.0,2.9,55.1,3,rvol(0.93<1.1048) | dist(107.9>6.768) | rs(3%<58%),346.29
BKH,72.46,27.09,-167.51,5.46,0.0,1.77,0.1,167.51,160.75,17.2,2.8,93.6,0.0,3,adr(1.77<1.8714) | dist(167.5>6.768) | dv(17M<20M),498.082
AROC,34.61,8.89,-289.53,3.4,0.0,0.78,1.1,289.53,282.76,11.9,8.1,98.5,0.0,3,adr(0.78<1.8714) | dist(289.5>6.768) | dv(12M<20M),884.531
AFL,108.71,112.12,3.04,0.62,0.49,1.75,0.13,-3.04,0.0,239.4,0.0,46.5,11.5,4,below_SMA20(3.0%) | rvol(0.62<1.1048) | adr(1.75<1.8714) | rs(46%<58%),19.238
AZN,189.9,201.21,5.62,0.71,0.39,1.69,0.18,-5.62,0.0,382.2,0.0,53.5,4.5,4,below_SMA20(5.6%) | rvol(0.71<1.1048) | adr(1.69<1.8714) | rs(54%<58%),21.003
BRK-B,490.03,495.03,1.01,0.46,0.65,1.56,0.31,-1.01,0.0,2388.3,0.0,45.0,13.0,4,below_SMA20(1.0%) | rvol(0.46<1.1048) | adr(1.56<1.8714) | rs(45%<58%),21.144
AUPH,13.95,14.42,3.26,0.95,0.16,3.62,0.0,-3.26,0.0,14.8,5.2,32.5,25.6,4,below_SMA20(3.3%) | rvol(0.95<1.1048) | dv(15M<20M) | rs(32%<58%),21.393
ABT,108.03,112.55,4.01,0.87,0.23,1.85,0.02,-4.01,0.0,910.6,0.0,27.8,30.2,4,below_SMA20(4.0%) | rvol(0.87<1.1048) | adr(1.85<1.8714) | rs(28%<58%),25.864
BNS,68.75,74.09,7.21,0.5,0.61,1.83,0.04,-7.21,0.0,137.4,0.0,41.8,16.2,4,below_SMA20(7.2%) | rvol(0.50<1.1048) | adr(1.83<1.8714) | rs(42%<58%),29.326
ARX,10.71,10.79,0.71,0.58,0.53,5.9,0.0,-0.71,0.0,11.1,8.9,10.2,47.8,4,below_SMA20(0.7%) | rvol(0.58<1.1048) | dv(11M<20M) | rs(10%<58%),31.488
DLO,11.34,12.18,6.88,0.71,0.39,4.28,0.0,-6.88,0.0,11.3,8.7,23.7,34.3,4,below_SMA20(6.9%) | rvol(0.71<1.1048) | dv(11M<20M) | rs(24%<58%),35.697
EA,199.24,200.24,0.5,0.56,0.54,0.66,1.21,-0.5,0.0,479.4,0.0,46.8,11.2,4,below_SMA20(0.5%) | rvol(0.56<1.1048) | adr(0.66<1.8714) | rs(47%<58%),36.185
AKR,20.15,23.41,13.93,3.81,0.0,1.63,0.24,-13.93,0.0,3.8,16.2,37.7,20.3,4,below_SMA20(13.9%) | adr(1.63<1.8714) | dv(4M<20M) | rs(38%<58%),44.423
AES,14.19,15.32,7.36,0.68,0.42,1.61,0.26,-7.36,0.0,250.0,0.0,0.9,57.1,4,below_SMA20(7.4%) | rvol(0.68<1.1048) | adr(1.61<1.8714) | rs(1%<58%),52.765
CALY,13.38,22.38,40.2,2.37,0.0,1.49,0.38,-40.2,0.0,9.1,10.9,6.7,51.3,4,below_SMA20(40.2%) | adr(1.49<1.8714) | dv(9M<20M) | rs(7%<58%),114.709
