ticker,close,sma20,gap_to_sma20_pct,rvol,gap_rvol,adr,gap_adr,dist_sma20,gap_dist,dv_M,gap_dv_M,rs_pct,gap_rs,n_blockers,blockers,proximity_score
ED,114.88,111.97,-2.6,0.48,0.62,1.99,0.0,2.6,0.0,311.7,0.0,68.1,0.0,1,rvol(0.48<1.1048),11.441
EBAY,91.34,87.95,-3.86,0.72,0.39,3.71,0.0,3.86,0.0,566.9,0.0,62.0,0.0,1,rvol(0.72<1.1048),11.575
CVX,196.82,187.3,-5.08,0.89,0.21,2.0,0.0,5.08,0.0,2334.9,0.0,80.1,0.0,1,rvol(0.89<1.1048),12.282
CNX,42.14,40.63,-3.7,0.55,0.56,3.85,0.0,3.7,0.0,100.8,0.0,60.2,0.0,1,rvol(0.55<1.1048),12.999
DINO,55.73,53.36,-4.44,0.62,0.48,4.9,0.0,4.44,0.0,226.3,0.0,66.1,0.0,1,rvol(0.62<1.1048),13.682
DRS,45.3,43.54,-4.05,0.5,0.6,4.62,0.0,4.05,0.0,64.0,0.0,81.6,0.0,1,rvol(0.50<1.1048),14.142
CGAU,17.64,19.11,7.71,1.34,0.0,5.09,0.0,-7.71,0.0,29.3,0.0,77.2,0.0,1,below_SMA20(7.7%),15.42
CCJ,107.92,117.07,7.81,1.66,0.0,5.49,0.0,-7.81,0.0,426.0,0.0,74.0,0.0,1,below_SMA20(7.8%),15.629
BVN,35.26,38.71,8.91,1.76,0.0,5.14,0.0,-8.91,0.0,58.4,0.0,77.8,0.0,1,below_SMA20(8.9%),17.818
AEM,207.54,229.21,9.45,1.12,0.0,4.19,0.0,-9.45,0.0,501.9,0.0,76.3,0.0,1,below_SMA20(9.5%),18.906
BP,42.67,39.23,-8.78,1.19,0.0,2.03,0.0,8.78,2.01,515.9,0.0,75.1,0.0,1,dist(8.8>6.768),19.569
COLB,26.23,29.31,10.5,2.18,0.0,4.54,0.0,-10.5,0.0,37.1,0.0,63.2,0.0,1,below_SMA20(10.5%),21.001
ALM,19.67,17.89,-9.97,1.24,0.0,8.53,0.0,9.97,3.2,96.0,0.0,89.5,0.0,1,dist(10.0>6.768),23.142
BKR,54.26,61.37,11.58,1.81,0.0,2.84,0.0,-11.58,0.0,524.4,0.0,68.4,0.0,1,below_SMA20(11.6%),23.159
DLTR,107.46,122.57,12.33,1.51,0.0,3.76,0.0,-12.33,0.0,315.9,0.0,79.2,0.0,1,below_SMA20(12.3%),24.653
CGNX,47.98,55.72,13.89,2.28,0.0,5.03,0.0,-13.89,0.0,58.3,0.0,74.9,0.0,1,below_SMA20(13.9%),27.789
ENTG,108.28,126.58,14.46,1.28,0.0,4.73,0.0,-14.46,0.0,259.5,0.0,74.6,0.0,1,below_SMA20(14.5%),28.921
AU,94.89,111.42,14.83,1.42,0.0,4.9,0.0,-14.83,0.0,272.5,0.0,65.2,0.0,1,below_SMA20(14.8%),29.664
CF,129.57,105.7,-22.58,1.47,0.0,5.35,0.0,22.58,15.82,673.8,0.0,93.9,0.0,1,dist(22.6>6.768),60.986
DAR,54.8,39.21,-39.77,1.42,0.0,3.77,0.0,39.77,33.0,119.2,0.0,88.6,0.0,1,dist(39.8>6.768),112.539
CRCL,115.38,73.27,-57.47,2.24,0.0,4.46,0.0,57.47,50.7,582.4,0.0,88.9,0.0,1,dist(57.5>6.768),165.636
AEO,17.58,8.62,-103.96,2.44,0.0,10.33,0.0,103.96,97.19,33.1,0.0,88.3,0.0,1,dist(104.0>6.768),305.1
DXCM,64.24,26.18,-145.4,1.36,0.0,4.62,0.0,145.4,138.63,192.6,0.0,92.4,0.0,1,dist(145.4>6.768),429.437
CC,17.57,6.89,-154.86,2.38,0.0,10.22,0.0,154.86,148.09,23.0,0.0,94.7,0.0,1,dist(154.9>6.768),457.81
CHD,97.75,33.63,-190.67,3.68,0.0,2.69,0.0,190.67,183.9,57.2,0.0,94.2,0.0,1,dist(190.7>6.768),565.247
CRNX,37.49,11.03,-239.92,1.63,0.0,4.48,0.0,239.92,233.15,21.7,0.0,95.3,0.0,1,dist(239.9>6.768),712.998
ALB,158.22,46.49,-240.35,3.14,0.0,5.96,0.0,240.35,233.58,76.4,0.0,95.6,0.0,1,dist(240.3>6.768),714.281
DKNG,25.87,6.68,-287.03,2.91,0.0,12.09,0.0,287.03,280.26,100.3,0.0,97.1,0.0,1,dist(287.0>6.768),854.311
CAVA,82.0,20.24,-305.12,3.57,0.0,101.96,0.0,305.12,298.35,53.2,0.0,98.2,0.0,1,dist(305.1>6.768),908.584
AXTI,48.86,11.98,-307.73,3.59,0.0,8.86,0.0,307.73,300.96,144.5,0.0,96.8,0.0,1,dist(307.7>6.768),916.414
AHR,52.16,52.39,0.44,0.94,0.16,2.33,0.0,-0.44,0.0,133.8,0.0,62.9,0.0,2,below_SMA20(0.4%) | rvol(0.94<1.1048),2.52
ARMK,40.0,40.52,1.28,1.08,0.02,2.48,0.0,-1.28,0.0,93.5,0.0,58.5,0.0,2,below_SMA20(1.3%) | rvol(1.08<1.1048),2.79
ENPH,44.07,44.3,0.53,0.78,0.32,5.63,0.0,-0.53,0.0,225.3,0.0,83.3,0.0,2,below_SMA20(0.5%) | rvol(0.78<1.1048),4.254
BR,178.32,182.21,2.13,1.06,0.05,2.9,0.0,-2.13,0.0,248.4,0.0,91.2,0.0,2,below_SMA20(2.1%) | rvol(1.06<1.1048),4.742
AEP,133.61,131.6,-1.53,0.97,0.14,1.85,0.02,1.53,0.0,488.4,0.0,69.6,0.0,2,rvol(0.97<1.1048) | adr(1.85<1.8714),4.884
ASTS,86.34,87.02,0.78,0.66,0.45,8.63,0.0,-0.78,0.0,1074.1,0.0,78.1,0.0,2,below_SMA20(0.8%) | rvol(0.66<1.1048),6.019
BIDU,124.07,127.68,2.83,1.2,0.0,2.85,0.0,-2.83,0.0,307.1,0.0,55.3,2.7,2,below_SMA20(2.8%) | rs(55%<58%),7.027
BE,154.51,156.48,1.26,0.65,0.45,9.11,0.0,-1.26,0.0,1557.7,0.0,86.3,0.0,2,below_SMA20(1.3%) | rvol(0.65<1.1048),7.057
AAP,51.73,53.3,2.94,0.99,0.12,5.06,0.0,-2.94,0.0,99.9,0.0,67.0,0.0,2,below_SMA20(2.9%) | rvol(0.99<1.1048),7.08
CAH,217.08,222.8,2.57,0.89,0.22,2.18,0.0,-2.57,0.0,347.1,0.0,59.9,0.0,2,below_SMA20(2.6%) | rvol(0.89<1.1048),7.289
CLMT,28.59,28.96,1.29,0.53,0.57,5.2,0.0,-1.29,0.0,43.8,0.0,82.7,0.0,2,below_SMA20(1.3%) | rvol(0.53<1.1048),8.292
CUBE,38.65,39.83,2.95,0.74,0.37,2.48,0.0,-2.95,0.0,91.1,0.0,59.1,0.0,2,below_SMA20(3.0%) | rvol(0.74<1.1048),9.586
CNI,105.02,108.33,3.06,0.75,0.35,2.12,0.0,-3.06,0.0,203.7,0.0,58.8,0.0,2,below_SMA20(3.1%) | rvol(0.75<1.1048),9.629
CCEP,100.46,104.36,3.74,0.82,0.28,2.06,0.0,-3.74,0.0,193.8,0.0,60.5,0.0,2,below_SMA20(3.7%) | rvol(0.82<1.1048),10.301
CMCSA,30.16,31.19,3.29,0.73,0.38,2.45,0.0,-3.29,0.0,785.0,0.0,67.8,0.0,2,below_SMA20(3.3%) | rvol(0.73<1.1048),10.338
CSTM,24.61,25.27,2.61,0.59,0.52,5.15,0.0,-2.61,0.0,72.7,0.0,81.3,0.0,2,below_SMA20(2.6%) | rvol(0.59<1.1048),10.37
DRI,202.37,209.42,3.37,0.72,0.38,2.65,0.0,-3.37,0.0,242.0,0.0,61.1,0.0,2,below_SMA20(3.4%) | rvol(0.72<1.1048),10.53
AMGN,366.21,376.49,2.73,0.6,0.51,2.24,0.0,-2.73,0.0,921.4,0.0,65.5,0.0,2,below_SMA20(2.7%) | rvol(0.60<1.1048),10.545
BMY,59.08,60.75,2.76,0.59,0.51,1.92,0.0,-2.76,0.0,719.8,0.0,61.7,0.0,2,below_SMA20(2.8%) | rvol(0.59<1.1048),10.65
CNP,44.01,43.11,-2.09,0.54,0.56,1.82,0.05,2.09,0.0,275.5,0.0,68.7,0.0,2,rvol(0.54<1.1048) | adr(1.82<1.8714),10.831
DUK,133.15,129.67,-2.68,0.82,0.28,1.72,0.15,2.68,0.0,648.5,0.0,66.4,0.0,2,rvol(0.82<1.1048) | adr(1.72<1.8714),11.156
AVB,168.96,176.53,4.29,0.81,0.3,1.93,0.0,-4.29,0.0,162.6,0.0,92.1,0.0,2,below_SMA20(4.3%) | rvol(0.81<1.1048),11.564
COHR,242.76,250.75,3.19,0.55,0.55,7.49,0.0,-3.19,0.0,1729.1,0.0,81.9,0.0,2,below_SMA20(3.2%) | rvol(0.55<1.1048),11.912
BRO,68.26,70.25,2.83,0.47,0.63,2.5,0.0,-2.83,0.0,215.8,0.0,80.7,0.0,2,below_SMA20(2.8%) | rvol(0.47<1.1048),11.975
CP,81.36,84.92,4.19,0.74,0.37,2.22,0.0,-4.19,0.0,225.6,0.0,60.8,0.0,2,below_SMA20(4.2%) | rvol(0.74<1.1048),12.073
CALM,87.85,86.1,-2.03,0.69,0.41,3.05,0.0,2.03,0.0,69.8,0.0,50.3,7.7,2,rvol(0.69<1.1048) | rs(50%<58%),12.076
BALL,62.19,64.81,4.04,0.7,0.41,2.09,0.0,-4.04,0.0,115.5,0.0,81.0,0.0,2,below_SMA20(4.0%) | rvol(0.70<1.1048),12.16
CDW,116.16,122.38,5.08,0.84,0.27,3.91,0.0,-5.08,0.0,198.7,0.0,93.3,0.0,2,below_SMA20(5.1%) | rvol(0.84<1.1048),12.829
APGE,71.9,71.11,-1.11,0.89,0.21,5.21,0.0,1.11,0.0,58.1,0.0,40.6,17.4,2,rvol(0.89<1.1048) | rs(41%<58%),13.008
ASML,1345.69,1415.9,4.96,0.79,0.32,3.15,0.0,-4.96,0.0,2009.3,0.0,76.9,0.0,2,below_SMA20(5.0%) | rvol(0.79<1.1048),13.082
CMS,77.83,76.82,-1.32,0.56,0.54,1.62,0.25,1.32,0.0,253.9,0.0,62.3,0.0,2,rvol(0.56<1.1048) | adr(1.62<1.8714),13.14
BTSG,38.31,40.61,5.67,0.86,0.24,4.39,0.0,-5.67,0.0,119.1,0.0,58.2,0.0,2,below_SMA20(5.7%) | rvol(0.86<1.1048),13.751
BIIB,181.55,190.05,4.47,1.16,0.0,2.69,0.0,-4.47,0.0,168.9,0.0,48.2,9.8,2,below_SMA20(4.5%) | rs(48%<58%),13.825
BMRN,58.51,60.95,4.01,0.52,0.58,3.79,0.0,-4.01,0.0,130.7,0.0,64.6,0.0,2,below_SMA20(4.0%) | rvol(0.52<1.1048),13.847
ENB,54.08,53.03,-1.99,0.57,0.53,1.64,0.23,1.99,0.0,310.5,0.0,65.8,0.0,2,rvol(0.57<1.1048) | adr(1.64<1.8714),13.847
AWK,139.69,134.66,-3.74,0.59,0.52,2.74,0.0,3.74,0.0,276.4,0.0,55.6,2.5,2,rvol(0.59<1.1048) | rs(56%<58%),13.867
COP,121.89,114.12,-6.81,1.08,0.03,2.64,0.0,6.81,0.04,1231.8,0.0,78.4,0.0,2,rvol(1.08<1.1048) | dist(6.8>6.768),13.941
AMAT,341.53,359.44,4.98,0.7,0.4,4.01,0.0,-4.98,0.0,2598.4,0.0,79.8,0.0,2,below_SMA20(5.0%) | rvol(0.70<1.1048),14.011
CL,88.84,94.59,6.08,0.88,0.22,2.05,0.0,-6.08,0.0,572.9,0.0,64.9,0.0,2,below_SMA20(6.1%) | rvol(0.88<1.1048),14.354
APLD,27.05,29.02,6.79,1.0,0.1,7.6,0.0,-6.79,0.0,487.3,0.0,71.3,0.0,2,below_SMA20(6.8%) | rvol(1.00<1.1048),14.621
ELV,291.63,310.64,6.12,0.85,0.25,3.65,0.0,-6.12,0.0,684.1,0.0,72.5,0.0,2,below_SMA20(6.1%) | rvol(0.85<1.1048),14.737
AVT,59.73,63.83,6.42,0.9,0.21,2.6,0.0,-6.42,0.0,55.0,0.0,75.7,0.0,2,below_SMA20(6.4%) | rvol(0.90<1.1048),14.907
AUGO,75.39,79.8,5.53,0.71,0.39,5.93,0.0,-5.53,0.0,57.9,0.0,85.7,0.0,2,below_SMA20(5.5%) | rvol(0.71<1.1048),15.0
CAT,693.99,735.77,5.68,0.7,0.41,3.37,0.0,-5.68,0.0,2024.9,0.0,71.6,0.0,2,below_SMA20(5.7%) | rvol(0.70<1.1048),15.412
BEPC,39.22,41.93,6.47,1.69,0.0,3.46,0.0,-6.47,0.0,48.7,0.0,52.3,5.7,2,below_SMA20(6.5%) | rs(52%<58%),15.775
BBIO,69.41,68.88,-0.77,0.6,0.5,4.91,0.0,0.77,0.0,210.1,0.0,39.5,18.5,2,rvol(0.60<1.1048) | rs(39%<58%),15.844
ATO,188.58,183.37,-2.84,0.65,0.46,1.57,0.3,2.84,0.0,222.8,0.0,83.9,0.0,2,rvol(0.65<1.1048) | adr(1.57<1.8714),16.327
DE,577.5,613.99,5.94,0.66,0.45,2.85,0.0,-5.94,0.0,1076.4,0.0,73.1,0.0,2,below_SMA20(5.9%) | rvol(0.66<1.1048),16.344
ASX,21.5,22.94,6.28,0.67,0.43,3.27,0.0,-6.28,0.0,161.3,0.0,82.5,0.0,2,below_SMA20(6.3%) | rvol(0.67<1.1048),16.872
AGI,45.85,49.36,7.1,0.8,0.31,4.78,0.0,-7.1,0.0,175.9,0.0,76.0,0.0,2,below_SMA20(7.1%) | rvol(0.80<1.1048),17.266
DBX,25.75,25.4,-1.36,0.55,0.55,3.37,0.0,1.36,0.0,118.5,0.0,39.2,18.8,2,rvol(0.55<1.1048) | rs(39%<58%),17.671
ARIS,18.58,20.38,8.83,1.1,0.01,5.49,0.0,-8.83,0.0,25.9,0.0,71.9,0.0,2,below_SMA20(8.8%) | rvol(1.10<1.1048),17.722
BHP,68.74,75.08,8.44,1.0,0.11,2.64,0.0,-8.44,0.0,303.2,0.0,69.3,0.0,2,below_SMA20(8.4%) | rvol(1.00<1.1048),17.954
CAKE,57.57,62.36,7.69,0.81,0.29,3.96,0.0,-7.69,0.0,90.4,0.0,67.3,0.0,2,below_SMA20(7.7%) | rvol(0.81<1.1048),18.3
BA,209.89,227.43,7.71,1.35,0.0,2.94,0.0,-7.71,0.0,1387.2,0.0,51.8,6.3,2,below_SMA20(7.7%) | rs(52%<58%),18.554
AMX,22.99,24.37,5.65,0.33,0.78,2.91,0.0,-5.65,0.0,67.6,0.0,59.6,0.0,2,below_SMA20(5.7%) | rvol(0.33<1.1048),19.07
BEN,24.13,26.49,8.92,1.19,0.0,2.99,0.0,-8.92,0.0,124.5,0.0,54.4,3.6,2,below_SMA20(8.9%) | rs(54%<58%),19.654
CLSK,9.76,9.88,1.16,1.17,0.0,7.39,0.0,-1.16,0.0,193.9,0.0,23.1,34.9,2,below_SMA20(1.2%) | rs(23%<58%),19.784
CLX,110.68,120.31,8.0,0.67,0.43,3.02,0.0,-8.0,0.0,216.6,0.0,61.4,0.0,2,below_SMA20(8.0%) | rvol(0.67<1.1048),20.308
BAH,78.27,78.11,-0.21,0.52,0.58,3.71,0.0,0.21,0.0,187.6,0.0,29.5,28.5,2,rvol(0.52<1.1048) | rs(30%<58%),20.476
DD,44.9,48.44,7.3,0.5,0.6,2.8,0.0,-7.3,0.0,183.1,0.0,62.6,0.0,2,below_SMA20(7.3%) | rvol(0.50<1.1048),20.643
CFG,55.64,61.15,9.0,0.84,0.26,3.02,0.0,-9.0,0.0,304.2,0.0,90.4,0.0,2,below_SMA20(9.0%) | rvol(0.84<1.1048),20.652
ATI,141.97,155.46,8.67,0.75,0.36,3.97,0.0,-8.67,0.0,329.5,0.0,78.9,0.0,2,below_SMA20(8.7%) | rvol(0.75<1.1048),20.942
DKS,192.16,202.7,5.2,1.41,0.0,3.74,0.0,-5.2,0.0,259.4,0.0,36.8,21.2,2,below_SMA20(5.2%) | rs(37%<58%),20.984
CE,57.74,52.91,-9.12,1.03,0.08,6.31,0.0,9.12,2.35,176.7,0.0,90.9,0.0,2,rvol(1.03<1.1048) | dist(9.1>6.768),21.384
AXIA,10.94,11.61,5.78,1.58,0.0,3.28,0.0,-5.78,0.0,26.9,0.0,37.4,20.6,2,below_SMA20(5.8%) | rs(37%<58%),21.85
CAG,16.41,17.81,7.89,3.64,0.0,2.55,0.0,-7.89,0.0,71.3,0.0,45.3,12.7,2,below_SMA20(7.9%) | rs(45%<58%),22.117
CIFR,14.08,15.22,7.49,1.34,0.0,8.77,0.0,-7.49,0.0,386.3,0.0,43.3,14.7,2,below_SMA20(7.5%) | rs(43%<58%),22.354
DOV,203.93,221.59,7.97,0.43,0.68,2.42,0.0,-7.97,0.0,256.1,0.0,89.2,0.0,2,below_SMA20(8.0%) | rvol(0.43<1.1048),22.718
CRDO,117.69,116.8,-0.76,0.64,0.47,7.0,0.0,0.76,0.0,823.9,0.0,24.6,33.4,2,rvol(0.64<1.1048) | rs(25%<58%),22.919
CRM,192.83,192.37,-0.24,1.01,0.1,4.26,0.0,0.24,0.0,2803.0,0.0,14.9,43.1,2,rvol(1.01<1.1048) | rs(15%<58%),22.998
CNH,10.65,12.01,11.33,1.06,0.04,3.69,0.0,-11.33,0.0,157.0,0.0,63.5,0.0,2,below_SMA20(11.3%) | rvol(1.06<1.1048),23.097
BSY,38.19,36.49,-4.67,0.45,0.66,3.81,0.0,4.67,0.0,156.5,0.0,42.4,15.6,2,rvol(0.45<1.1048) | rs(42%<58%),23.714
CNQ,48.44,44.14,-9.75,0.98,0.13,2.72,0.0,9.75,2.99,501.0,0.0,84.5,0.0,2,rvol(0.98<1.1048) | dist(9.8>6.768),23.775
BWA,50.56,56.3,10.19,0.49,0.62,3.37,0.0,-10.19,0.0,179.0,0.0,87.1,0.0,2,below_SMA20(10.2%) | rvol(0.49<1.1048),26.556
CAR,100.71,100.08,-0.63,0.51,0.59,5.6,0.0,0.63,0.0,95.5,0.0,18.4,39.6,2,rvol(0.51<1.1048) | rs(18%<58%),26.972
DDOG,124.52,118.59,-5.0,0.71,0.39,5.7,0.0,5.0,0.0,686.5,0.0,31.9,26.1,2,rvol(0.71<1.1048) | rs(32%<58%),26.981
ADSK,251.17,241.84,-3.86,0.62,0.49,3.24,0.0,3.86,0.0,588.3,0.0,28.9,29.1,2,rvol(0.62<1.1048) | rs(29%<58%),27.134
CART,38.23,37.12,-2.99,0.58,0.52,4.55,0.0,2.99,0.0,211.7,0.0,26.0,32.0,2,rvol(0.58<1.1048) | rs(26%<58%),27.19
DG,131.84,149.21,11.64,1.16,0.0,3.4,0.0,-11.64,0.0,428.3,0.0,48.5,9.5,2,below_SMA20(11.6%) | rs(49%<58%),28.014
BKNG,4241.26,4221.94,-0.46,0.38,0.72,3.79,0.0,0.46,0.0,2490.9,0.0,17.3,40.8,2,rvol(0.38<1.1048) | rs(17%<58%),28.513
BBWI,19.5,22.29,12.53,1.11,0.0,5.42,0.0,-12.53,0.0,117.3,0.0,49.1,8.9,2,below_SMA20(12.5%) | rs(49%<58%),29.496
CMBT,11.91,13.63,12.61,0.62,0.49,3.06,0.0,-12.61,0.0,26.3,0.0,75.4,0.0,2,below_SMA20(12.6%) | rvol(0.62<1.1048),30.096
CLBT,14.44,14.01,-3.03,0.51,0.59,5.1,0.0,3.03,0.0,26.7,0.0,21.1,37.0,2,rvol(0.51<1.1048) | rs(21%<58%),30.457
CHRD,123.45,110.73,-11.49,0.73,0.38,3.74,0.0,11.49,4.72,161.7,0.0,79.5,0.0,2,rvol(0.73<1.1048) | dist(11.5>6.768),31.442
CDE,20.19,23.67,14.7,0.85,0.25,6.09,0.0,-14.7,0.0,417.7,0.0,73.4,0.0,2,below_SMA20(14.7%) | rvol(0.85<1.1048),31.951
ALGM,31.13,35.91,13.31,0.5,0.61,4.72,0.0,-13.31,0.0,71.6,0.0,69.9,0.0,2,below_SMA20(13.3%) | rvol(0.50<1.1048),32.718
AG,22.56,26.82,15.9,0.94,0.16,6.49,0.0,-15.9,0.0,519.8,0.0,83.6,0.0,2,below_SMA20(15.9%) | rvol(0.94<1.1048),33.418
DOCU,47.05,45.85,-2.62,0.64,0.46,4.73,0.0,2.62,0.0,245.5,0.0,9.9,48.1,2,rvol(0.64<1.1048) | rs(10%<58%),33.881
AR,40.99,36.7,-11.69,0.55,0.56,3.98,0.0,11.69,4.92,251.9,0.0,71.1,0.0,2,rvol(0.55<1.1048) | dist(11.7>6.768),33.89
DELL,151.62,135.08,-12.24,0.68,0.43,4.6,0.0,12.24,5.47,1432.1,0.0,70.2,0.0,2,rvol(0.68<1.1048) | dist(12.2>6.768),34.222
ADBE,249.32,265.36,6.05,2.81,0.0,3.48,0.0,-6.05,0.0,1541.9,0.0,10.8,47.2,2,below_SMA20(6.0%) | rs(11%<58%),35.687
ELF,73.41,84.91,13.55,1.27,0.0,5.69,0.0,-13.55,0.0,163.0,0.0,40.1,18.0,2,below_SMA20(13.5%) | rs(40%<58%),36.068
AMRX,11.83,13.8,14.29,1.29,0.0,3.42,0.0,-14.29,0.0,26.1,0.0,42.7,15.3,2,below_SMA20(14.3%) | rs(43%<58%),36.245
CTRA,32.15,30.85,-4.2,1.09,0.02,3.12,0.0,4.2,0.0,317.0,0.0,1.5,56.5,2,rvol(1.09<1.1048) | rs(1%<58%),36.837
APP,458.67,440.33,-4.16,0.61,0.5,6.39,0.0,4.16,0.0,2772.2,0.0,8.8,49.2,2,rvol(0.61<1.1048) | rs(9%<58%),37.94
ALK,38.0,42.84,11.29,3.06,0.0,2.66,0.0,-11.29,0.0,61.8,0.0,26.6,31.4,2,below_SMA20(11.3%) | rs(27%<58%),38.286
AKAM,107.67,103.01,-4.52,0.67,0.43,4.73,0.0,4.52,0.0,534.2,0.0,7.9,50.1,2,rvol(0.67<1.1048) | rs(8%<58%),38.429
ACHC,23.52,20.44,-15.05,3.34,0.0,6.49,0.0,15.05,8.28,19.3,0.7,85.1,0.0,2,dist(15.0>6.768) | dv(19M<20M),38.438
BN,38.37,43.67,12.13,1.28,0.0,3.15,0.0,-12.13,0.0,263.0,0.0,28.1,29.9,2,below_SMA20(12.1%) | rs(28%<58%),39.229
CPRI,18.58,19.67,5.54,1.32,0.0,4.98,0.0,-5.54,0.0,59.8,0.0,0.0,58.0,2,below_SMA20(5.5%) | rs(0%<58%),40.083
ADPT,13.17,15.39,14.43,1.92,0.0,5.44,0.0,-14.43,0.0,26.7,0.0,25.4,32.6,2,below_SMA20(14.4%) | rs(25%<58%),45.147
BRKR,33.75,38.2,11.64,1.94,0.0,4.45,0.0,-11.64,0.0,76.3,0.0,13.5,44.6,2,below_SMA20(11.6%) | rs(13%<58%),45.567
CRBG,23.49,26.87,12.59,1.56,0.0,4.47,0.0,-12.59,0.0,90.7,0.0,13.2,44.9,2,below_SMA20(12.6%) | rs(13%<58%),47.61
BF-B,23.49,27.29,13.93,1.15,0.0,4.0,0.0,-13.93,0.0,156.8,0.0,17.5,40.5,2,below_SMA20(13.9%) | rs(18%<58%),48.101
ARES,101.76,116.04,12.31,1.18,0.0,5.18,0.0,-12.31,0.0,448.4,0.0,7.3,50.7,2,below_SMA20(12.3%) | rs(7%<58%),49.961
CZR,28.06,23.91,-17.34,0.6,0.51,6.69,0.0,17.34,10.57,224.4,0.0,70.5,0.0,2,rvol(0.60<1.1048) | dist(17.3>6.768),50.326
BMNR,20.54,25.58,19.69,6.99,0.0,3.17,0.0,-19.69,0.0,235.4,0.0,21.9,36.1,2,below_SMA20(19.7%) | rs(22%<58%),57.421
AAL,10.3,12.53,17.79,1.23,0.0,4.55,0.0,-17.79,0.0,868.8,0.0,8.5,49.5,2,below_SMA20(17.8%) | rs(8%<58%),60.347
AXTA,27.59,22.5,-22.61,2.49,0.0,1.48,0.39,22.61,15.84,20.5,0.0,82.2,0.0,2,adr(1.48<1.8714) | dist(22.6>6.768),68.935
ALKS,27.76,39.63,29.95,3.4,0.0,1.88,0.0,-29.95,0.0,23.5,0.0,7.6,50.4,2,below_SMA20(29.9%) | rs(8%<58%),85.097
AMPX,17.95,13.07,-37.35,0.79,0.31,9.02,0.0,37.35,30.59,179.2,0.0,86.5,0.0,2,rvol(0.79<1.1048) | dist(37.4>6.768),108.406
CELH,44.57,92.53,51.83,2.15,0.0,4.72,0.0,-51.83,0.0,79.8,0.0,5.3,52.7,2,below_SMA20(51.8%) | rs(5%<58%),130.042
B,42.34,111.55,62.04,5.0,0.0,3.18,0.0,-62.04,0.0,122.5,0.0,5.0,53.0,2,below_SMA20(62.0%) | rs(5%<58%),150.606
CNK,25.78,15.84,-62.79,0.13,0.97,3.88,0.0,62.79,56.03,302.6,0.0,89.8,0.0,2,rvol(0.13<1.1048) | dist(62.8>6.768),191.325
DOX,66.34,35.78,-85.43,0.23,0.87,4.37,0.0,85.43,78.67,174.2,0.0,84.2,0.0,2,rvol(0.23<1.1048) | dist(85.4>6.768),258.255
AL,64.52,33.34,-93.5,3.69,0.0,1.4,0.47,93.5,86.74,68.7,0.0,90.6,0.0,2,adr(1.40<1.8714) | dist(93.5>6.768),283.182
