number,value,datetime_start,datetime_complete,duration,params_max_exposure_pct,params_min_adr,params_min_rvol,params_risk_dollars,params_rvol_danger_size,params_signal_type,params_tp1_r,params_tp2_r,state
12,0.2486909168617533,2026-01-10 00:57:33.987999,2026-01-10 00:57:34.939468,0 days 00:00:00.951469,0.3,2.0,1.5,200,0.25,breakout,1.25,2.5,COMPLETE
13,0.2486909168617533,2026-01-10 00:57:34.943496,2026-01-10 00:57:35.816707,0 days 00:00:00.873211,0.3,2.0,1.5,200,0.25,breakout,1.25,2.5,COMPLETE
14,0.26644064557733194,2026-01-10 00:57:35.819836,2026-01-10 00:57:36.717368,0 days 00:00:00.897532,0.3,2.0,1.5,200,0.25,breakout,1.25,3.0,COMPLETE
15,0.26644064557733194,2026-01-10 00:57:36.721376,2026-01-10 00:57:37.601586,0 days 00:00:00.880210,0.25,2.0,1.5,200,0.25,breakout,1.25,3.0,COMPLETE
16,0.26644064557733194,2026-01-10 00:57:37.604558,2026-01-10 00:57:38.423576,0 days 00:00:00.819018,0.25,2.0,1.5,200,0.25,breakout,1.25,3.0,COMPLETE
17,0.26896762907463595,2026-01-10 00:57:38.427714,2026-01-10 00:57:39.183849,0 days 00:00:00.756135,0.3,2.0,1.5,200,0.3,breakout,1.25,3.0,COMPLETE
18,0.2883516914706677,2026-01-10 00:57:39.186335,2026-01-10 00:57:39.981892,0 days 00:00:00.795557,0.3,1.5,1.5,200,0.3,breakout,1.75,3.0,COMPLETE
19,0.22259064627613337,2026-01-10 00:57:39.985257,2026-01-10 00:57:40.801114,0 days 00:00:00.815857,0.3,1.5,1.0,250,0.3,breakout,1.75,3.0,COMPLETE
20,0.2883516914706677,2026-01-10 00:57:40.804337,2026-01-10 00:57:41.591766,0 days 00:00:00.787429,0.3,1.5,1.5,200,0.3,breakout,1.75,3.0,COMPLETE
21,0.2883516914706677,2026-01-10 00:57:41.594492,2026-01-10 00:57:42.420788,0 days 00:00:00.826296,0.3,1.5,1.5,200,0.3,breakout,1.75,3.0,COMPLETE
22,0.2883516914706677,2026-01-10 00:57:42.425913,2026-01-10 00:57:43.230526,0 days 00:00:00.804613,0.3,1.5,1.5,200,0.3,breakout,1.75,3.0,COMPLETE
23,0.2883516914706677,2026-01-10 00:57:43.233707,2026-01-10 00:57:44.063180,0 days 00:00:00.829473,0.3,1.5,1.5,200,0.3,breakout,1.75,3.0,COMPLETE
24,0.2883516914706677,2026-01-10 00:57:44.066045,2026-01-10 00:57:44.924678,0 days 00:00:00.858633,0.3,1.5,1.5,200,0.3,breakout,1.75,3.0,COMPLETE
25,0.2883516914706677,2026-01-10 00:57:44.928217,2026-01-10 00:57:45.727768,0 days 00:00:00.799551,0.3,1.5,1.5,200,0.3,breakout,1.75,3.0,COMPLETE
26,-999.0,2026-01-10 00:57:45.730811,2026-01-10 00:57:45.982716,0 days 00:00:00.251905,0.3,1.5,1.5,200,0.3,any,1.75,3.0,COMPLETE
27,0.2883516914706677,2026-01-10 00:57:45.988266,2026-01-10 00:57:46.897721,0 days 00:00:00.909455,0.3,1.5,1.5,200,0.3,breakout,1.75,3.0,COMPLETE
28,0.179393471730081,2026-01-10 00:57:46.900973,2026-01-10 00:57:47.707489,0 days 00:00:00.806516,0.3,1.5,2.0,250,0.4,breakout,1.75,3.0,COMPLETE
29,-999.0,2026-01-10 00:57:47.712180,2026-01-10 00:57:47.989001,0 days 00:00:00.276821,0.3,1.5,1.0,150,0.4,any,1.5,3.5,COMPLETE
30,0.2883516914706677,2026-01-10 00:57:47.992110,2026-01-10 00:57:48.751794,0 days 00:00:00.759684,0.3,1.5,1.5,200,0.3,breakout,1.75,3.0,COMPLETE
31,0.2883516914706677,2026-01-10 00:57:48.754512,2026-01-10 00:57:49.578717,0 days 00:00:00.824205,0.3,1.5,1.5,200,0.3,breakout,1.75,3.0,COMPLETE
32,0.2883516914706677,2026-01-10 00:57:49.582536,2026-01-10 00:57:50.421119,0 days 00:00:00.838583,0.3,1.5,1.5,200,0.3,breakout,1.75,3.0,COMPLETE
33,0.34286512663016716,2026-01-10 00:57:50.427658,2026-01-10 00:57:51.190809,0 days 00:00:00.763151,0.3,1.0,1.5,200,0.3,breakout,1.75,3.0,COMPLETE
34,0.13947765717558855,2026-01-10 00:57:51.195820,2026-01-10 00:57:52.075040,0 days 00:00:00.879220,0.3,1.0,2.0,200,0.35,breakout,2.0,4.0,COMPLETE
35,-999.0,2026-01-10 00:57:52.079898,2026-01-10 00:57:52.336188,0 days 00:00:00.256290,0.3,1.0,1.5,250,0.3,any,1.75,3.0,COMPLETE
36,0.04056254362315762,2026-01-10 00:57:52.339193,2026-01-10 00:57:53.145902,0 days 00:00:00.806709,0.2,1.0,2.0,150,0.3,breakout,2.0,3.5,COMPLETE
37,0.3471787660439341,2026-01-10 00:57:53.150647,2026-01-10 00:57:54.036793,0 days 00:00:00.886146,0.3,1.0,1.5,200,0.35,breakout,1.75,4.0,COMPLETE
38,-999.0,2026-01-10 00:57:54.041282,2026-01-10 00:57:54.329809,0 days 00:00:00.288527,0.2,1.0,1.5,200,0.35,any,1.75,4.0,COMPLETE
39,0.02808457135491331,2026-01-10 00:57:54.333008,2026-01-10 00:57:55.199053,0 days 00:00:00.866045,0.3,1.0,2.0,150,0.35,breakout,1.5,4.0,COMPLETE
40,0.23084224083315144,2026-01-10 00:57:55.201637,2026-01-10 00:57:56.076360,0 days 00:00:00.874723,0.25,1.0,1.0,250,0.35,breakout,1.75,4.0,COMPLETE
41,0.3471787660439341,2026-01-10 00:57:56.079351,2026-01-10 00:57:56.890295,0 days 00:00:00.810944,0.3,1.0,1.5,200,0.35,breakout,1.75,4.0,COMPLETE
42,0.3471787660439341,2026-01-10 00:57:56.893190,2026-01-10 00:57:57.674922,0 days 00:00:00.781732,0.3,1.0,1.5,200,0.35,breakout,1.75,4.0,COMPLETE
43,0.3471787660439341,2026-01-10 00:57:57.677927,2026-01-10 00:57:58.449749,0 days 00:00:00.771822,0.3,1.0,1.5,200,0.35,breakout,1.75,4.0,COMPLETE
44,0.35376713286845474,2026-01-10 00:57:58.452825,2026-01-10 00:57:59.134753,0 days 00:00:00.681928,0.2,1.0,1.5,200,0.35,breakout,2.0,4.0,COMPLETE
45,0.35376713286845474,2026-01-10 00:57:59.137349,2026-01-10 00:57:59.786256,0 days 00:00:00.648907,0.2,1.0,1.5,200,0.35,breakout,2.0,4.0,COMPLETE
46,-999.0,2026-01-10 00:57:59.790274,2026-01-10 00:58:00.030928,0 days 00:00:00.240654,0.2,1.0,1.5,200,0.35,any,2.0,4.0,COMPLETE
47,0.2734341548809398,2026-01-10 00:58:00.034232,2026-01-10 00:58:00.800202,0 days 00:00:00.765970,0.2,1.0,1.5,150,0.35,breakout,2.0,4.0,COMPLETE
48,0.1723696570546862,2026-01-10 00:58:00.803166,2026-01-10 00:58:01.615655,0 days 00:00:00.812489,0.2,1.0,1.0,200,0.35,breakout,2.0,4.0,COMPLETE
49,0.35376713286845474,2026-01-10 00:58:01.618456,2026-01-10 00:58:02.490713,0 days 00:00:00.872257,0.2,1.0,1.5,200,0.35,breakout,2.0,4.0,COMPLETE
50,0.35376713286845474,2026-01-10 00:58:02.494010,2026-01-10 00:58:03.244688,0 days 00:00:00.750678,0.2,1.0,1.5,200,0.35,breakout,2.0,4.0,COMPLETE
51,0.35376713286845474,2026-01-10 00:58:03.247941,2026-01-10 00:58:04.051781,0 days 00:00:00.803840,0.2,1.0,1.5,200,0.35,breakout,2.0,4.0,COMPLETE
52,0.35376713286845474,2026-01-10 00:58:04.056226,2026-01-10 00:58:04.761107,0 days 00:00:00.704881,0.2,1.0,1.5,200,0.35,breakout,2.0,4.0,COMPLETE
53,0.35376713286845474,2026-01-10 00:58:04.763487,2026-01-10 00:58:05.420920,0 days 00:00:00.657433,0.2,1.0,1.5,200,0.35,breakout,2.0,4.0,COMPLETE
54,0.35376713286845474,2026-01-10 00:58:05.424965,2026-01-10 00:58:06.103404,0 days 00:00:00.678439,0.2,1.0,1.5,200,0.35,breakout,2.0,4.0,COMPLETE
55,0.35376713286845474,2026-01-10 00:58:06.107498,2026-01-10 00:58:07.638379,0 days 00:00:01.530881,0.2,1.0,1.5,200,0.35,breakout,2.0,4.0,COMPLETE
56,0.35376713286845474,2026-01-10 00:58:07.643279,2026-01-10 00:58:08.619941,0 days 00:00:00.976662,0.2,1.0,1.5,200,0.35,breakout,2.0,4.0,COMPLETE
57,0.40607802840819374,2026-01-10 00:58:08.623285,2026-01-10 00:58:09.565831,0 days 00:00:00.942546,0.2,1.0,1.5,250,0.35,breakout,2.0,4.0,COMPLETE
58,0.20951053620010537,2026-01-10 00:58:09.569766,2026-01-10 00:58:10.530445,0 days 00:00:00.960679,0.2,1.0,2.0,250,0.35,breakout,2.0,4.0,COMPLETE
59,-999.0,2026-01-10 00:58:10.533002,2026-01-10 00:58:10.800892,0 days 00:00:00.267890,0.2,1.0,1.5,250,0.35,any,2.0,4.0,COMPLETE
60,0.2311046920241498,2026-01-10 00:58:10.804165,2026-01-10 00:58:11.818262,0 days 00:00:01.014097,0.2,1.0,1.0,250,0.4,breakout,2.0,4.0,COMPLETE
61,0.40607802840819374,2026-01-10 00:58:11.823309,2026-01-10 00:58:12.680652,0 days 00:00:00.857343,0.2,1.0,1.5,250,0.35,breakout,2.0,4.0,COMPLETE
62,0.40607802840819374,2026-01-10 00:58:12.684228,2026-01-10 00:58:13.587617,0 days 00:00:00.903389,0.2,1.0,1.5,250,0.35,breakout,2.0,4.0,COMPLETE
63,0.40607802840819374,2026-01-10 00:58:13.590626,2026-01-10 00:58:14.519156,0 days 00:00:00.928530,0.2,1.0,1.5,250,0.35,breakout,2.0,4.0,COMPLETE
64,0.39349016938952125,2026-01-10 00:58:14.522115,2026-01-10 00:58:15.309143,0 days 00:00:00.787028,0.2,1.0,1.5,250,0.35,breakout,2.0,2.5,COMPLETE
65,0.39349016938952125,2026-01-10 00:58:15.312220,2026-01-10 00:58:15.996883,0 days 00:00:00.684663,0.2,1.0,1.5,250,0.35,breakout,2.0,2.5,COMPLETE
66,0.39349016938952125,2026-01-10 00:58:15.999551,2026-01-10 00:58:16.667308,0 days 00:00:00.667757,0.2,1.0,1.5,250,0.35,breakout,2.0,2.5,COMPLETE
67,0.39349016938952125,2026-01-10 00:58:16.674433,2026-01-10 00:58:17.391794,0 days 00:00:00.717361,0.2,1.0,1.5,250,0.35,breakout,2.0,2.5,COMPLETE
68,0.39349016938952125,2026-01-10 00:58:17.394293,2026-01-10 00:58:18.163785,0 days 00:00:00.769492,0.2,1.0,1.5,250,0.35,breakout,2.0,2.5,COMPLETE
69,0.35877734164302666,2026-01-10 00:58:18.166907,2026-01-10 00:58:18.999165,0 days 00:00:00.832258,0.2,2.0,1.5,250,0.35,breakout,2.0,2.5,COMPLETE
70,0.37012233713552933,2026-01-10 00:58:19.001870,2026-01-10 00:58:19.860006,0 days 00:00:00.858136,0.25,1.0,1.5,250,0.4,breakout,1.5,2.5,COMPLETE
71,0.39349016938952125,2026-01-10 00:58:19.862779,2026-01-10 00:58:20.645501,0 days 00:00:00.782722,0.2,1.0,1.5,250,0.35,breakout,2.0,2.5,COMPLETE
72,0.39349016938952125,2026-01-10 00:58:20.648378,2026-01-10 00:58:21.449835,0 days 00:00:00.801457,0.2,1.0,1.5,250,0.35,breakout,2.0,2.5,COMPLETE
73,0.39349016938952125,2026-01-10 00:58:21.452967,2026-01-10 00:58:22.232337,0 days 00:00:00.779370,0.2,1.0,1.5,250,0.35,breakout,2.0,2.5,COMPLETE
74,0.39349016938952125,2026-01-10 00:58:22.235430,2026-01-10 00:58:23.055830,0 days 00:00:00.820400,0.2,1.0,1.5,250,0.35,breakout,2.0,2.5,COMPLETE
75,0.39533671224425965,2026-01-10 00:58:23.058919,2026-01-10 00:58:23.932226,0 days 00:00:00.873307,0.2,1.0,1.5,250,0.25,breakout,2.0,2.5,COMPLETE
76,0.39533671224425965,2026-01-10 00:58:23.936787,2026-01-10 00:58:24.783829,0 days 00:00:00.847042,0.2,1.0,1.5,250,0.25,breakout,2.0,2.5,COMPLETE
77,-999.0,2026-01-10 00:58:24.789375,2026-01-10 00:58:25.064638,0 days 00:00:00.275263,0.2,1.0,2.0,250,0.25,any,2.0,2.5,COMPLETE
78,0.188221746507403,2026-01-10 00:58:25.067634,2026-01-10 00:58:25.996272,0 days 00:00:00.928638,0.2,2.0,1.0,250,0.25,breakout,2.0,3.5,COMPLETE
79,0.35177961645516936,2026-01-10 00:58:25.999281,2026-01-10 00:58:26.819827,0 days 00:00:00.820546,0.25,1.0,1.5,250,0.25,breakout,1.25,2.5,COMPLETE
80,0.39533671224425965,2026-01-10 00:58:26.822889,2026-01-10 00:58:28.329288,0 days 00:00:01.506399,0.2,1.0,1.5,250,0.25,breakout,2.0,2.5,COMPLETE
81,0.39533671224425965,2026-01-10 00:58:28.332168,2026-01-10 00:58:29.169426,0 days 00:00:00.837258,0.2,1.0,1.5,250,0.25,breakout,2.0,2.5,COMPLETE
82,0.39533671224425965,2026-01-10 00:58:29.172753,2026-01-10 00:58:30.045832,0 days 00:00:00.873079,0.2,1.0,1.5,250,0.25,breakout,2.0,2.5,COMPLETE
83,0.39533671224425965,2026-01-10 00:58:30.049357,2026-01-10 00:58:30.820364,0 days 00:00:00.771007,0.2,1.0,1.5,250,0.25,breakout,2.0,2.5,COMPLETE
84,0.36976186638276537,2026-01-10 00:58:30.824958,2026-01-10 00:58:31.555842,0 days 00:00:00.730884,0.2,1.0,1.5,250,0.25,breakout,1.5,2.5,COMPLETE
85,0.39533671224425965,2026-01-10 00:58:31.560804,2026-01-10 00:58:32.305527,0 days 00:00:00.744723,0.2,1.0,1.5,250,0.25,breakout,2.0,2.5,COMPLETE
86,0.41005311031611213,2026-01-10 00:58:32.309900,2026-01-10 00:58:33.185652,0 days 00:00:00.875752,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
87,0.41005311031611213,2026-01-10 00:58:33.189189,2026-01-10 00:58:34.180326,0 days 00:00:00.991137,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
88,0.41005311031611213,2026-01-10 00:58:34.183768,2026-01-10 00:58:35.030761,0 days 00:00:00.846993,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
89,-999.0,2026-01-10 00:58:35.034047,2026-01-10 00:58:35.303380,0 days 00:00:00.269333,0.2,1.0,1.5,250,0.25,any,2.0,3.5,COMPLETE
90,0.11793843167452545,2026-01-10 00:58:35.306559,2026-01-10 00:58:36.193582,0 days 00:00:00.887023,0.2,2.0,2.0,250,0.25,breakout,1.25,3.5,COMPLETE
91,0.41005311031611213,2026-01-10 00:58:36.201968,2026-01-10 00:58:37.066353,0 days 00:00:00.864385,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
92,0.41005311031611213,2026-01-10 00:58:37.069412,2026-01-10 00:58:37.833456,0 days 00:00:00.764044,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
93,0.41005311031611213,2026-01-10 00:58:37.837643,2026-01-10 00:58:38.667963,0 days 00:00:00.830320,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
94,0.41005311031611213,2026-01-10 00:58:38.670915,2026-01-10 00:58:39.472103,0 days 00:00:00.801188,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
95,0.41005311031611213,2026-01-10 00:58:39.476398,2026-01-10 00:58:40.173749,0 days 00:00:00.697351,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
96,0.41005311031611213,2026-01-10 00:58:40.176558,2026-01-10 00:58:40.946383,0 days 00:00:00.769825,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
97,0.24894825159180475,2026-01-10 00:58:40.950776,2026-01-10 00:58:42.321932,0 days 00:00:01.371156,0.25,1.0,1.5,150,0.25,breakout,1.5,3.5,COMPLETE
98,0.23113785396776518,2026-01-10 00:58:42.325235,2026-01-10 00:58:43.273819,0 days 00:00:00.948584,0.25,1.0,1.0,250,0.25,breakout,2.0,3.5,COMPLETE
99,0.41005311031611213,2026-01-10 00:58:43.277185,2026-01-10 00:58:44.249437,0 days 00:00:00.972252,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
100,0.41005311031611213,2026-01-10 00:58:44.252086,2026-01-10 00:58:45.132390,0 days 00:00:00.880304,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
101,0.41005311031611213,2026-01-10 00:58:45.135454,2026-01-10 00:58:46.033148,0 days 00:00:00.897694,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
102,0.41005311031611213,2026-01-10 00:58:46.036491,2026-01-10 00:58:46.987087,0 days 00:00:00.950596,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
103,0.41005311031611213,2026-01-10 00:58:46.990931,2026-01-10 00:58:47.930615,0 days 00:00:00.939684,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
104,0.41005311031611213,2026-01-10 00:58:47.934634,2026-01-10 00:58:48.826297,0 days 00:00:00.891663,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
105,0.41005311031611213,2026-01-10 00:58:48.830251,2026-01-10 00:58:49.624823,0 days 00:00:00.794572,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
106,0.41005311031611213,2026-01-10 00:58:49.628727,2026-01-10 00:58:50.417354,0 days 00:00:00.788627,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
107,0.41005311031611213,2026-01-10 00:58:50.420647,2026-01-10 00:58:51.273216,0 days 00:00:00.852569,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
108,-999.0,2026-01-10 00:58:51.276170,2026-01-10 00:58:51.512965,0 days 00:00:00.236795,0.25,1.0,1.5,250,0.25,any,2.0,3.5,COMPLETE
109,0.27480479081594655,2026-01-10 00:58:51.516386,2026-01-10 00:58:52.363755,0 days 00:00:00.847369,0.25,1.0,1.5,150,0.25,breakout,2.0,3.5,COMPLETE
110,0.3678389348603048,2026-01-10 00:58:52.366176,2026-01-10 00:58:53.210410,0 days 00:00:00.844234,0.25,1.0,1.5,250,0.25,breakout,1.25,3.5,COMPLETE
111,0.41005311031611213,2026-01-10 00:58:53.213813,2026-01-10 00:58:54.033828,0 days 00:00:00.820015,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
112,0.41005311031611213,2026-01-10 00:58:54.037858,2026-01-10 00:58:54.790278,0 days 00:00:00.752420,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
113,0.41005311031611213,2026-01-10 00:58:54.793683,2026-01-10 00:58:55.587736,0 days 00:00:00.794053,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
114,0.41005311031611213,2026-01-10 00:58:55.591311,2026-01-10 00:58:56.341373,0 days 00:00:00.750062,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
115,0.41005311031611213,2026-01-10 00:58:56.344559,2026-01-10 00:58:57.047660,0 days 00:00:00.703101,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
116,0.3825849660911299,2026-01-10 00:58:57.050608,2026-01-10 00:58:57.771278,0 days 00:00:00.720670,0.25,2.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
117,0.1911613539771066,2026-01-10 00:58:57.774309,2026-01-10 00:58:58.594208,0 days 00:00:00.819899,0.25,1.0,2.0,250,0.25,breakout,2.0,3.5,COMPLETE
118,0.41005311031611213,2026-01-10 00:58:58.597197,2026-01-10 00:58:59.419370,0 days 00:00:00.822173,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
119,0.41005311031611213,2026-01-10 00:58:59.422459,2026-01-10 00:59:00.295197,0 days 00:00:00.872738,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
120,0.23200584357159745,2026-01-10 00:59:00.298520,2026-01-10 00:59:01.116051,0 days 00:00:00.817531,0.25,1.0,1.0,250,0.4,breakout,1.5,3.5,COMPLETE
121,0.41005311031611213,2026-01-10 00:59:01.119217,2026-01-10 00:59:01.970866,0 days 00:00:00.851649,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
122,0.41005311031611213,2026-01-10 00:59:01.974229,2026-01-10 00:59:02.776354,0 days 00:00:00.802125,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
123,0.41005311031611213,2026-01-10 00:59:02.779754,2026-01-10 00:59:03.565557,0 days 00:00:00.785803,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
124,0.41005311031611213,2026-01-10 00:59:03.568707,2026-01-10 00:59:04.380863,0 days 00:00:00.812156,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
125,0.35433044338637054,2026-01-10 00:59:04.384314,2026-01-10 00:59:05.182696,0 days 00:00:00.798382,0.25,1.5,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
126,0.41005311031611213,2026-01-10 00:59:05.185636,2026-01-10 00:59:06.023478,0 days 00:00:00.837842,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
127,0.41005311031611213,2026-01-10 00:59:06.026547,2026-01-10 00:59:06.919834,0 days 00:00:00.893287,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
128,0.27480479081594655,2026-01-10 00:59:06.923251,2026-01-10 00:59:07.716662,0 days 00:00:00.793411,0.25,1.0,1.5,150,0.25,breakout,2.0,3.5,COMPLETE
129,-999.0,2026-01-10 00:59:07.720441,2026-01-10 00:59:08.036100,0 days 00:00:00.315659,0.2,1.0,1.5,250,0.25,any,2.0,3.5,COMPLETE
130,0.41005311031611213,2026-01-10 00:59:08.039351,2026-01-10 00:59:08.943940,0 days 00:00:00.904589,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
131,0.41005311031611213,2026-01-10 00:59:08.947350,2026-01-10 00:59:09.783689,0 days 00:00:00.836339,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
132,0.41005311031611213,2026-01-10 00:59:09.787969,2026-01-10 00:59:10.592907,0 days 00:00:00.804938,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
133,0.41005311031611213,2026-01-10 00:59:10.595352,2026-01-10 00:59:11.337429,0 days 00:00:00.742077,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
134,0.41005311031611213,2026-01-10 00:59:11.341320,2026-01-10 00:59:12.152770,0 days 00:00:00.811450,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
135,0.41005311031611213,2026-01-10 00:59:12.155969,2026-01-10 00:59:12.864747,0 days 00:00:00.708778,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
136,0.41005311031611213,2026-01-10 00:59:12.867520,2026-01-10 00:59:13.518390,0 days 00:00:00.650870,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
137,0.3678389348603048,2026-01-10 00:59:13.522156,2026-01-10 00:59:14.214282,0 days 00:00:00.692126,0.25,1.0,1.5,250,0.25,breakout,1.25,3.5,COMPLETE
138,0.40708484019650254,2026-01-10 00:59:14.217981,2026-01-10 00:59:15.079662,0 days 00:00:00.861681,0.2,1.0,1.5,250,0.4,breakout,2.0,3.5,COMPLETE
139,0.143421264436882,2026-01-10 00:59:15.082705,2026-01-10 00:59:15.870863,0 days 00:00:00.788158,0.2,2.0,2.0,250,0.25,breakout,2.0,3.5,COMPLETE
140,0.41005311031611213,2026-01-10 00:59:15.873474,2026-01-10 00:59:16.699281,0 days 00:00:00.825807,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
141,0.41005311031611213,2026-01-10 00:59:16.702774,2026-01-10 00:59:17.694712,0 days 00:00:00.991938,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
142,0.41005311031611213,2026-01-10 00:59:17.697703,2026-01-10 00:59:18.580962,0 days 00:00:00.883259,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
143,0.41005311031611213,2026-01-10 00:59:18.584629,2026-01-10 00:59:19.433118,0 days 00:00:00.848489,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
144,0.41005311031611213,2026-01-10 00:59:19.436173,2026-01-10 00:59:20.229163,0 days 00:00:00.792990,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
145,0.41005311031611213,2026-01-10 00:59:20.235561,2026-01-10 00:59:21.044505,0 days 00:00:00.808944,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
146,0.41005311031611213,2026-01-10 00:59:21.048588,2026-01-10 00:59:21.828814,0 days 00:00:00.780226,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
147,0.23204591256456172,2026-01-10 00:59:21.832082,2026-01-10 00:59:22.666354,0 days 00:00:00.834272,0.25,1.0,1.0,250,0.25,breakout,1.5,3.5,COMPLETE
148,0.35433044338637054,2026-01-10 00:59:22.669779,2026-01-10 00:59:23.438796,0 days 00:00:00.769017,0.2,1.5,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
