number,value,datetime_start,datetime_complete,duration,params_max_consolidation_range,params_max_dist_sma20,params_max_stop_pct,params_max_vix,params_min_consolidation_days,params_min_dollar_volume,params_min_volume,params_require_bullish_spy,params_rvol_danger,params_rvol_warning,params_rvol_warning_size,state
10,0.26308410037857966,2026-01-10 01:03:38.200878,2026-01-10 01:03:38.665294,0 days 00:00:00.464416,20.0,20.0,0.08,50.0,5,10000000.0,200000,False,3.0,2.5,0.6,COMPLETE
11,0.2933228688781211,2026-01-10 01:03:38.667373,2026-01-10 01:03:39.121647,0 days 00:00:00.454274,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.5,0.6,COMPLETE
12,0.2933228688781211,2026-01-10 01:03:39.123883,2026-01-10 01:03:39.578500,0 days 00:00:00.454617,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.5,0.6,COMPLETE
13,0.2933228688781211,2026-01-10 01:03:39.580770,2026-01-10 01:03:40.042337,0 days 00:00:00.461567,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.5,0.6,COMPLETE
14,0.30541251470330066,2026-01-10 01:03:40.044532,2026-01-10 01:03:40.538534,0 days 00:00:00.494002,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
15,0.30541251470330066,2026-01-10 01:03:40.540568,2026-01-10 01:03:40.986956,0 days 00:00:00.446388,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
16,0.30541251470330066,2026-01-10 01:03:40.989290,2026-01-10 01:03:41.453409,0 days 00:00:00.464119,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
17,0.30541251470330066,2026-01-10 01:03:41.455415,2026-01-10 01:03:42.495892,0 days 00:00:01.040477,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
18,0.2738385362444876,2026-01-10 01:03:42.498095,2026-01-10 01:03:42.962250,0 days 00:00:00.464155,20.0,25.0,0.08,50.0,5,10000000.0,200000,False,3.0,2.0,0.6,COMPLETE
19,0.30541251470330066,2026-01-10 01:03:42.964511,2026-01-10 01:03:43.417589,0 days 00:00:00.453078,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
20,0.30541251470330066,2026-01-10 01:03:43.419636,2026-01-10 01:03:43.875220,0 days 00:00:00.455584,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
21,0.30541251470330066,2026-01-10 01:03:43.877412,2026-01-10 01:03:44.327544,0 days 00:00:00.450132,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
22,0.30541251470330066,2026-01-10 01:03:44.329772,2026-01-10 01:03:44.773745,0 days 00:00:00.443973,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
23,0.30541251470330066,2026-01-10 01:03:44.776099,2026-01-10 01:03:45.221824,0 days 00:00:00.445725,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
24,0.30541251470330066,2026-01-10 01:03:45.224227,2026-01-10 01:03:45.692193,0 days 00:00:00.467966,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
25,0.30541251470330066,2026-01-10 01:03:45.694180,2026-01-10 01:03:46.159542,0 days 00:00:00.465362,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
26,0.26945951685526376,2026-01-10 01:03:46.161538,2026-01-10 01:03:46.618342,0 days 00:00:00.456804,20.0,25.0,0.08,40.0,5,10000000.0,200000,False,3.0,2.0,0.7,COMPLETE
27,0.30541251470330066,2026-01-10 01:03:46.620657,2026-01-10 01:03:47.419147,0 days 00:00:00.798490,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
28,0.30541251470330066,2026-01-10 01:03:47.421249,2026-01-10 01:03:48.151291,0 days 00:00:00.730042,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
29,0.2993160423233747,2026-01-10 01:03:48.153383,2026-01-10 01:03:48.625358,0 days 00:00:00.471975,25.0,25.0,0.07,50.0,10,5000000.0,200000,False,3.5,2.0,0.7,COMPLETE
30,0.30541251470330066,2026-01-10 01:03:48.627654,2026-01-10 01:03:49.087053,0 days 00:00:00.459399,15.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
31,0.30541251470330066,2026-01-10 01:03:49.089432,2026-01-10 01:03:49.562024,0 days 00:00:00.472592,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
32,0.30541251470330066,2026-01-10 01:03:49.564630,2026-01-10 01:03:50.014798,0 days 00:00:00.450168,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
33,0.30541251470330066,2026-01-10 01:03:50.016788,2026-01-10 01:03:50.460431,0 days 00:00:00.443643,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
34,0.2993160423233747,2026-01-10 01:03:50.462711,2026-01-10 01:03:50.925893,0 days 00:00:00.463182,20.0,20.0,0.07,50.0,10,5000000.0,200000,False,3.5,2.0,0.7,COMPLETE
35,0.011653648138299747,2026-01-10 01:03:50.928341,2026-01-10 01:03:51.407584,0 days 00:00:00.479243,25.0,25.0,0.07,50.0,5,5000000.0,100000,False,3.0,2.0,0.6,COMPLETE
36,0.30541251470330066,2026-01-10 01:03:51.409834,2026-01-10 01:03:51.859919,0 days 00:00:00.450085,15.0,15.0,0.07,40.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
37,0.2595489492859048,2026-01-10 01:03:51.862202,2026-01-10 01:03:52.312459,0 days 00:00:00.450257,20.0,20.0,0.08,50.0,10,5000000.0,200000,False,3.5,2.0,0.7,COMPLETE
38,0.017477164785618924,2026-01-10 01:03:52.314550,2026-01-10 01:03:53.389406,0 days 00:00:01.074856,20.0,25.0,0.07,40.0,5,5000000.0,100000,False,3.0,2.5,0.6,COMPLETE
39,0.30330794203156053,2026-01-10 01:03:53.391692,2026-01-10 01:03:53.859977,0 days 00:00:00.468285,15.0,15.0,0.07,50.0,5,10000000.0,200000,False,3.5,2.0,0.6,COMPLETE
40,0.03226142348146872,2026-01-10 01:03:53.862293,2026-01-10 01:03:54.325403,0 days 00:00:00.463110,25.0,25.0,0.08,50.0,10,5000000.0,100000,False,3.0,2.0,0.65,COMPLETE
41,0.30541251470330066,2026-01-10 01:03:54.327714,2026-01-10 01:03:54.805113,0 days 00:00:00.477399,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
42,0.30541251470330066,2026-01-10 01:03:54.807331,2026-01-10 01:03:55.249603,0 days 00:00:00.442272,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
43,0.30541251470330066,2026-01-10 01:03:55.251668,2026-01-10 01:03:55.726382,0 days 00:00:00.474714,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
44,0.30541251470330066,2026-01-10 01:03:55.728745,2026-01-10 01:03:56.185851,0 days 00:00:00.457106,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
45,0.29322779224028833,2026-01-10 01:03:56.187990,2026-01-10 01:03:56.642461,0 days 00:00:00.454471,20.0,15.0,0.07,40.0,5,10000000.0,200000,False,3.0,2.5,0.65,COMPLETE
46,0.30541251470330066,2026-01-10 01:03:56.644797,2026-01-10 01:03:57.096166,0 days 00:00:00.451369,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
47,0.021481795596976355,2026-01-10 01:03:57.098380,2026-01-10 01:03:57.546321,0 days 00:00:00.447941,15.0,20.0,0.07,50.0,5,5000000.0,100000,False,3.5,2.0,0.6,COMPLETE
48,0.2616968137290909,2026-01-10 01:03:57.549156,2026-01-10 01:03:58.138432,0 days 00:00:00.589276,25.0,25.0,0.08,50.0,10,5000000.0,200000,False,3.0,2.5,0.7,COMPLETE
49,0.30368970813167717,2026-01-10 01:03:58.148621,2026-01-10 01:03:59.054555,0 days 00:00:00.905934,20.0,25.0,0.07,40.0,5,10000000.0,200000,False,3.0,2.0,0.65,COMPLETE
50,0.30541251470330066,2026-01-10 01:03:59.056964,2026-01-10 01:03:59.509848,0 days 00:00:00.452884,20.0,15.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
51,0.30541251470330066,2026-01-10 01:03:59.512283,2026-01-10 01:03:59.954849,0 days 00:00:00.442566,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
52,0.30541251470330066,2026-01-10 01:03:59.956933,2026-01-10 01:04:00.410685,0 days 00:00:00.453752,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
53,0.30541251470330066,2026-01-10 01:04:00.412784,2026-01-10 01:04:00.839780,0 days 00:00:00.426996,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
54,0.30541251470330066,2026-01-10 01:04:00.841798,2026-01-10 01:04:01.289631,0 days 00:00:00.447833,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
55,0.30541251470330066,2026-01-10 01:04:01.291719,2026-01-10 01:04:01.730422,0 days 00:00:00.438703,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
56,0.2933228688781211,2026-01-10 01:04:01.732896,2026-01-10 01:04:02.202975,0 days 00:00:00.470079,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.5,0.6,COMPLETE
57,0.03287284804849736,2026-01-10 01:04:02.205339,2026-01-10 01:04:02.657392,0 days 00:00:00.452053,20.0,25.0,0.08,50.0,5,5000000.0,100000,False,3.0,2.0,0.6,COMPLETE
58,0.30541251470330066,2026-01-10 01:04:02.659421,2026-01-10 01:04:03.096131,0 days 00:00:00.436710,20.0,20.0,0.07,50.0,5,10000000.0,200000,False,3.0,2.0,0.6,COMPLETE
59,0.30541251470330066,2026-01-10 01:04:03.098406,2026-01-10 01:04:04.137844,0 days 00:00:01.039438,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
60,0.30130730321847443,2026-01-10 01:04:04.140119,2026-01-10 01:04:04.578890,0 days 00:00:00.438771,15.0,25.0,0.07,40.0,10,5000000.0,200000,False,3.5,2.0,0.65,COMPLETE
61,0.30541251470330066,2026-01-10 01:04:04.581182,2026-01-10 01:04:05.046197,0 days 00:00:00.465015,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
62,0.30541251470330066,2026-01-10 01:04:05.048527,2026-01-10 01:04:05.525270,0 days 00:00:00.476743,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
63,0.30541251470330066,2026-01-10 01:04:05.527390,2026-01-10 01:04:05.999852,0 days 00:00:00.472462,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
64,0.30541251470330066,2026-01-10 01:04:06.001977,2026-01-10 01:04:06.466967,0 days 00:00:00.464990,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
65,0.30541251470330066,2026-01-10 01:04:06.469077,2026-01-10 01:04:06.911875,0 days 00:00:00.442798,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
66,0.30196379586654803,2026-01-10 01:04:06.914047,2026-01-10 01:04:07.368646,0 days 00:00:00.454599,25.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.7,COMPLETE
67,0.30541251470330066,2026-01-10 01:04:07.370620,2026-01-10 01:04:07.829083,0 days 00:00:00.458463,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
68,0.26308410037857966,2026-01-10 01:04:07.831107,2026-01-10 01:04:08.267983,0 days 00:00:00.436876,20.0,20.0,0.08,50.0,5,5000000.0,200000,False,3.0,2.5,0.6,COMPLETE
69,0.011653648138299747,2026-01-10 01:04:08.270214,2026-01-10 01:04:08.863034,0 days 00:00:00.592820,20.0,15.0,0.07,50.0,5,5000000.0,100000,False,3.0,2.0,0.6,COMPLETE
70,0.30330794203156053,2026-01-10 01:04:08.874847,2026-01-10 01:04:09.783570,0 days 00:00:00.908723,20.0,25.0,0.07,50.0,10,10000000.0,200000,False,3.5,2.0,0.6,COMPLETE
71,0.30541251470330066,2026-01-10 01:04:09.785772,2026-01-10 01:04:10.236891,0 days 00:00:00.451119,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
72,0.30541251470330066,2026-01-10 01:04:10.239263,2026-01-10 01:04:10.730298,0 days 00:00:00.491035,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
73,0.30541251470330066,2026-01-10 01:04:10.732659,2026-01-10 01:04:11.192502,0 days 00:00:00.459843,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
74,0.30541251470330066,2026-01-10 01:04:11.194681,2026-01-10 01:04:11.649796,0 days 00:00:00.455115,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
75,0.30541251470330066,2026-01-10 01:04:11.652015,2026-01-10 01:04:12.114950,0 days 00:00:00.462935,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
76,0.30196379586654803,2026-01-10 01:04:12.117067,2026-01-10 01:04:12.556766,0 days 00:00:00.439699,15.0,25.0,0.07,40.0,5,5000000.0,200000,False,3.0,2.0,0.7,COMPLETE
77,0.30541251470330066,2026-01-10 01:04:12.558740,2026-01-10 01:04:13.002309,0 days 00:00:00.443569,25.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
78,0.30368970813167717,2026-01-10 01:04:13.004787,2026-01-10 01:04:13.445434,0 days 00:00:00.440647,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.65,COMPLETE
79,0.03309115961102115,2026-01-10 01:04:13.447509,2026-01-10 01:04:13.889475,0 days 00:00:00.441966,20.0,25.0,0.08,50.0,5,5000000.0,100000,False,3.0,2.5,0.6,COMPLETE
80,0.30330794203156053,2026-01-10 01:04:13.891865,2026-01-10 01:04:14.357094,0 days 00:00:00.465229,20.0,15.0,0.07,50.0,5,5000000.0,200000,False,3.5,2.0,0.6,COMPLETE
81,0.30541251470330066,2026-01-10 01:04:14.359412,2026-01-10 01:04:15.441948,0 days 00:00:01.082536,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
82,0.30541251470330066,2026-01-10 01:04:15.444156,2026-01-10 01:04:15.906528,0 days 00:00:00.462372,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
83,0.30541251470330066,2026-01-10 01:04:15.908863,2026-01-10 01:04:16.367743,0 days 00:00:00.458880,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
84,0.30541251470330066,2026-01-10 01:04:16.369815,2026-01-10 01:04:16.838750,0 days 00:00:00.468935,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
85,0.30541251470330066,2026-01-10 01:04:16.841595,2026-01-10 01:04:17.289775,0 days 00:00:00.448180,20.0,20.0,0.07,50.0,10,10000000.0,200000,False,3.0,2.0,0.6,COMPLETE
86,0.30541251470330066,2026-01-10 01:04:17.292000,2026-01-10 01:04:17.735501,0 days 00:00:00.443501,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
87,0.30541251470330066,2026-01-10 01:04:17.738008,2026-01-10 01:04:18.207194,0 days 00:00:00.469186,20.0,25.0,0.07,40.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
88,0.30196379586654803,2026-01-10 01:04:18.209434,2026-01-10 01:04:18.688765,0 days 00:00:00.479331,15.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.7,COMPLETE
89,0.30541251470330066,2026-01-10 01:04:18.691369,2026-01-10 01:04:19.170987,0 days 00:00:00.479618,25.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
90,0.2716333351183124,2026-01-10 01:04:19.174345,2026-01-10 01:04:19.629746,0 days 00:00:00.455401,20.0,25.0,0.08,50.0,5,5000000.0,200000,False,3.0,2.0,0.65,COMPLETE
91,0.30541251470330066,2026-01-10 01:04:19.631986,2026-01-10 01:04:20.100574,0 days 00:00:00.468588,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
92,0.30541251470330066,2026-01-10 01:04:20.102581,2026-01-10 01:04:20.556186,0 days 00:00:00.453605,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
93,0.30541251470330066,2026-01-10 01:04:20.558291,2026-01-10 01:04:21.636813,0 days 00:00:01.078522,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
94,0.30541251470330066,2026-01-10 01:04:21.640726,2026-01-10 01:04:22.137578,0 days 00:00:00.496852,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
95,0.30541251470330066,2026-01-10 01:04:22.139954,2026-01-10 01:04:22.617104,0 days 00:00:00.477150,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
96,0.02668259047609771,2026-01-10 01:04:22.619316,2026-01-10 01:04:23.086627,0 days 00:00:00.467311,20.0,25.0,0.07,50.0,5,5000000.0,100000,False,3.5,2.5,0.6,COMPLETE
97,0.30541251470330066,2026-01-10 01:04:23.088701,2026-01-10 01:04:23.538401,0 days 00:00:00.449700,20.0,15.0,0.07,50.0,10,10000000.0,200000,False,3.0,2.0,0.6,COMPLETE
98,0.30541251470330066,2026-01-10 01:04:23.540676,2026-01-10 01:04:24.034102,0 days 00:00:00.493426,20.0,25.0,0.07,40.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
99,0.30541251470330066,2026-01-10 01:04:24.036426,2026-01-10 01:04:24.526525,0 days 00:00:00.490099,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
100,0.30541251470330066,2026-01-10 01:04:24.528817,2026-01-10 01:04:25.010190,0 days 00:00:00.481373,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
101,0.30541251470330066,2026-01-10 01:04:25.012423,2026-01-10 01:04:25.495140,0 days 00:00:00.482717,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
102,0.30541251470330066,2026-01-10 01:04:25.497070,2026-01-10 01:04:25.954180,0 days 00:00:00.457110,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
103,0.30541251470330066,2026-01-10 01:04:25.956347,2026-01-10 01:04:26.438915,0 days 00:00:00.482568,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
104,0.30541251470330066,2026-01-10 01:04:26.442067,2026-01-10 01:04:26.897577,0 days 00:00:00.455510,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
105,0.30541251470330066,2026-01-10 01:04:26.899693,2026-01-10 01:04:27.630413,0 days 00:00:00.730720,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
106,0.30196379586654803,2026-01-10 01:04:27.642551,2026-01-10 01:04:28.480145,0 days 00:00:00.837594,15.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.7,COMPLETE
107,0.30541251470330066,2026-01-10 01:04:28.482159,2026-01-10 01:04:28.938055,0 days 00:00:00.455896,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
108,0.03309115961102115,2026-01-10 01:04:28.940321,2026-01-10 01:04:29.414796,0 days 00:00:00.474475,20.0,25.0,0.08,50.0,5,5000000.0,100000,False,3.0,2.5,0.6,COMPLETE
109,0.30330794203156053,2026-01-10 01:04:29.416836,2026-01-10 01:04:29.884033,0 days 00:00:00.467197,25.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.5,2.0,0.6,COMPLETE
110,0.30368970813167717,2026-01-10 01:04:29.886879,2026-01-10 01:04:30.348482,0 days 00:00:00.461603,20.0,25.0,0.07,50.0,10,10000000.0,200000,False,3.0,2.0,0.65,COMPLETE
111,0.30541251470330066,2026-01-10 01:04:30.350631,2026-01-10 01:04:30.799470,0 days 00:00:00.448839,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
112,0.30541251470330066,2026-01-10 01:04:30.801599,2026-01-10 01:04:31.244277,0 days 00:00:00.442678,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
113,0.30541251470330066,2026-01-10 01:04:31.246154,2026-01-10 01:04:31.705177,0 days 00:00:00.459023,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
114,0.30541251470330066,2026-01-10 01:04:31.707290,2026-01-10 01:04:32.147974,0 days 00:00:00.440684,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
115,0.30541251470330066,2026-01-10 01:04:32.149905,2026-01-10 01:04:32.596882,0 days 00:00:00.446977,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
116,0.30541251470330066,2026-01-10 01:04:32.599079,2026-01-10 01:04:33.056440,0 days 00:00:00.457361,20.0,15.0,0.07,40.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
117,0.30541251470330066,2026-01-10 01:04:33.058671,2026-01-10 01:04:34.137883,0 days 00:00:01.079212,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
118,0.30541251470330066,2026-01-10 01:04:34.139940,2026-01-10 01:04:34.596825,0 days 00:00:00.456885,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
119,0.30541251470330066,2026-01-10 01:04:34.598970,2026-01-10 01:04:35.065346,0 days 00:00:00.466376,20.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
120,0.30541251470330066,2026-01-10 01:04:35.067465,2026-01-10 01:04:35.534607,0 days 00:00:00.467142,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
121,0.30541251470330066,2026-01-10 01:04:35.536630,2026-01-10 01:04:35.984971,0 days 00:00:00.448341,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
122,0.30541251470330066,2026-01-10 01:04:35.987135,2026-01-10 01:04:36.444185,0 days 00:00:00.457050,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
123,0.30541251470330066,2026-01-10 01:04:36.447794,2026-01-10 01:04:36.899462,0 days 00:00:00.451668,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
124,0.30541251470330066,2026-01-10 01:04:36.901604,2026-01-10 01:04:37.353556,0 days 00:00:00.451952,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
125,0.26945951685526376,2026-01-10 01:04:37.355411,2026-01-10 01:04:37.808681,0 days 00:00:00.453270,15.0,25.0,0.08,50.0,5,5000000.0,200000,False,3.0,2.0,0.7,COMPLETE
126,0.30541251470330066,2026-01-10 01:04:37.810845,2026-01-10 01:04:38.269291,0 days 00:00:00.458446,20.0,20.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
127,0.02668259047609771,2026-01-10 01:04:38.271594,2026-01-10 01:04:38.723903,0 days 00:00:00.452309,25.0,25.0,0.07,50.0,5,5000000.0,100000,False,3.5,2.5,0.6,COMPLETE
128,0.30368970813167717,2026-01-10 01:04:38.726089,2026-01-10 01:04:39.183318,0 days 00:00:00.457229,20.0,25.0,0.07,50.0,10,5000000.0,200000,False,3.0,2.0,0.65,COMPLETE
129,0.30541251470330066,2026-01-10 01:04:39.185282,2026-01-10 01:04:39.626568,0 days 00:00:00.441286,20.0,25.0,0.07,50.0,5,10000000.0,200000,False,3.0,2.0,0.6,COMPLETE
130,0.30541251470330066,2026-01-10 01:04:39.628601,2026-01-10 01:04:40.075752,0 days 00:00:00.447151,20.0,20.0,0.07,40.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
131,0.30541251470330066,2026-01-10 01:04:40.077750,2026-01-10 01:04:40.549624,0 days 00:00:00.471874,15.0,25.0,0.07,50.0,5,5000000.0,200000,False,3.0,2.0,0.6,COMPLETE
